TIME,VALUE,DURATION,LABEL
0.000000000,1,45.600000000,A
45.600000000,2,18.000000000,B
63.600000000,3,7.000000000,C
70.600000000,2,10.200000000,B
80.800000000,4,5.000000000,D
85.800000000,3,7.800000000,C
93.600000000,2,16.800000000,B
110.400000000,3,6.400000000,C
116.800000000,5,17.000000000,E
133.800000000,3,6.400000000,C
140.200000000,5,16.800000000,E
157.000000000,3,9.400000000,C
166.400000000,6,11.600000000,F
178.000000000,7,10.000000000,G
188.000000000,6,15.800000000,F
203.800000000,7,7.600000000,G
211.400000000,6,13.400000000,F
224.800000000,7,10.000000000,G
234.800000000,6,15.800000000,F
250.600000000,7,7.000000000,G
257.600000000,3,6.600000000,C
264.200000000,5,17.800000000,E
282.000000000,2,7.600000000,B
289.600000000,8,7.200000000,H
296.800000000,3,27.400000000,C
