TIME,VALUE,DURATION,LABEL
0.000000000,1,27.600000000,A
27.600000000,2,14.600000000,B
42.200000000,3,20.400000000,C
62.600000000,2,14.000000000,B
76.600000000,3,14.200000000,C
90.800000000,1,10.200000000,A
101.000000000,4,5.200000000,D
106.200000000,5,5.400000000,E
111.600000000,4,5.000000000,D
116.600000000,5,5.400000000,E
122.000000000,4,5.200000000,D
127.200000000,5,5.200000000,E
132.400000000,4,5.400000000,D
137.800000000,5,5.600000000,E
143.400000000,1,13.200000000,A
156.600000000,6,5.400000000,F
162.000000000,1,5.200000000,A
167.200000000,6,33.600000000,F
200.800000000,1,5.000000000,A
205.800000000,2,14.600000000,B
220.400000000,1,9.800000000,A
230.200000000,4,5.800000000,D
236.000000000,5,5.200000000,E
241.200000000,4,5.200000000,D
246.400000000,5,5.200000000,E
251.600000000,4,5.200000000,D
256.800000000,5,5.400000000,E
262.200000000,4,5.200000000,D
267.400000000,5,5.600000000,E
273.000000000,3,14.800000000,C
287.800000000,7,12.400000000,G
300.200000000,1,14.000000000,A
