TIME,VALUE,DURATION,LABEL
0.0,1,18.2,1
18.2,2,21.2,2
39.4,1,7.2,1
46.6,2,8.6,2
55.2,1,7.6,1
62.8,3,6.4,3
69.2,4,30.0,4
99.2,1,7.4,1
106.6,2,22.8,2
129.4,1,8.8,1
138.2,2,6.8,2
145.0,1,13.0,1
158.0,5,10.8,5
168.8,4,14.6,4
183.4,6,17.8,6
