CLIP_NAME,DURATION,TIMESTAMP
8-04.L,30.967,0.48
4.L,7.741,31.447
8-08.L,15.483,39.189
8.L,15.483,54.673
8.L,15.483,70.157
8.L,15.483,85.641
8.L,15.483,101.125
4.L,7.741,116.609
8.L,15.483,124.351
8.L,15.483,139.835
8.L,15.483,155.318
4.L,7.741,170.802
8.L,15.483,178.544
8.L,15.483,194.028
8.L,15.483,209.512
x.L,6.3629999999999995,224.996
