CLIP_NAME,DURATION,TIMESTAMP
16.L,30.343,15.406
16.L,30.343,45.75
16.L,30.343,76.094
16.L,30.343,106.437
12.L,22.757,136.781
16.L,30.343,159.539
x.L,53.101,189.883
16.L,30.343,242.984
16.L,30.343,273.328
24.L,45.515,303.672
x.L,3.132,349.187
