CLIP_NAME,DURATION,TIMESTAMP
8.L,0:14.014,0.228
8.L,0:14.014,14.243
8.L,0:14.014,28.257
8.L,0:14.014,42.272
8.L,0:14.014,56.286
8.L,0:14.014,70.301
6.L,0:10.510,84.316
6.L,0:10.510,94.826
6.L,0:10.510,105.337
6.L,0:10.510,115.848
6.L,0:10.510,126.359
6.L,0:10.510,136.87
6.L,0:10.510,147.381
6.L,0:10.510,157.892
6.L,0:10.510,168.403
6.L,0:10.510,178.914
4.L,0:07.007,189.425
6.L,0:10.510,196.432
6.L,0:10.510,206.943
6.L,0:10.510,217.454
6.L,0:10.510,227.965
6.L,0:10.510,238.476
6.L,0:10.510,248.987
6.L,0:10.510,259.498
6.L,0:10.510,270.009
6.L,0:10.510,280.52
6.L,0:10.510,291.031
6.L,0:10.510,301.542
6.L,0:10.510,312.053
x.L,0:09.542,322.564
