TIME,VALUE,DURATION,LABEL
0.000000000,0,15.731519274,N1
15.731519274,2,26.784217687,B
42.515736961,0,6.745396825,N2
49.261133787,2,27.225396825,B
76.486530612,1,14.396371882,A
90.882902494,1,14.407981859,A
105.290884354,0,28.792743764,N4
134.083628118,1,14.407981859,A
148.491609977,1,14.396371882,A
162.887981859,1,14.396371882,A
177.284353741,1,14.407981859,A
191.692335601,1,14.454421769,A
206.146757370,0,7.163356009,N5
213.310113379,3,12.399455782,C
225.709569161,0,8.962902494,N6
234.672471655,1,14.396371882,A
249.068843537,1,14.849160998,A
263.918004535,1,14.164172336,A
278.082176871,3,14.407981859,C
292.490158730,3,12.596825397,C
305.086984127,0,5.410249433,N9
310.497233560,2,26.923537415,B
337.420770975,0,11.366167800,N10
