TIME,VALUE,DURATION,LABEL
0.000000000,0,14.024852608,N1
14.024852608,1,15.360000000,A
29.384852608,1,15.360000000,A
44.744852608,1,15.360000000,A
60.104852608,1,15.360000000,A
75.464852608,0,15.836009070,N2
91.300861678,1,14.872380952,A
106.173242630,1,15.371609977,A
121.544852608,1,15.360000000,A
136.904852608,1,15.360000000,A
152.264852608,1,15.360000000,A
167.624852608,1,15.836009070,A
183.460861678,1,15.360000000,A
198.820861678,1,14.883990930,A
213.704852608,1,15.348390023,A
229.053242630,1,15.360000000,A
244.413242630,1,15.360000000,A
259.773242630,1,18.692063492,A
