TIME,VALUE,DURATION,LABEL
0.000000000,0,10.843718821,N1
10.843718821,2,15.510929705,B
26.354648526,2,15.510929705,B
41.865578231,2,17.449795918,B
59.315374150,1,13.572063492,A
72.887437642,0,15.510929705,N5
88.398367347,2,17.449795918,B
105.848163265,1,15.986938776,A
121.835102041,1,13.560453515,A
135.395555556,0,16.985396825,N8
152.380952381,1,15.510929705,A
167.891882086,1,15.499319728,A
183.391201814,1,15.510929705,A
198.902131519,1,15.766349206,A
214.668480726,1,13.595283447,A
228.263764172,0,15.209070295,N13
