TIME,VALUE,DURATION,LABEL
0.000000000,0,14.500861678,N1
14.500861678,4,14.315102041,D
28.815963719,0,14.315102041,N2
43.131065760,2,14.326712018,B
57.457777778,2,14.315102041,B
71.772879819,2,16.103038549,B
87.875918367,3,14.558911565,C
102.434829932,3,12.736145125,C
115.170975057,1,14.315102041,A
129.486077098,1,14.315102041,A
143.801179138,1,14.315102041,A
158.116281179,1,14.315102041,A
172.431383220,0,29.976961451,N6
202.408344671,3,12.979954649,C
215.388299320,1,14.315102041,A
229.703401361,1,14.315102041,A
244.018503401,1,14.315102041,A
258.333605442,1,14.315102041,A
272.648707483,1,14.326712018,A
286.975419501,1,14.303492063,A
301.278911565,1,14.268662132,A
315.547573696,4,14.152562358,D
329.700136054,0,18.088344671,N8
