TIME,VALUE,DURATION,LABEL
0.000000000,0,7.848344671,N1
7.848344671,1,14.779501134,A
22.627845805,1,14.767891156,A
37.395736961,1,14.767891156,A
52.163628118,0,14.779501134,N2
66.943129252,1,14.767891156,A
81.711020408,1,14.767891156,A
96.478911565,1,14.767891156,A
111.246802721,1,16.161088435,A
127.407891156,2,14.547301587,B
141.955192744,2,14.315102041,B
156.270294785,2,15.232290249,B
171.502585034,2,12.921904762,B
184.424489796,0,28.618594104,N7
213.043083900,1,14.767891156,A
227.810975057,1,14.779501134,A
242.590476190,1,14.767891156,A
257.358367347,0,6.873106576,N8
