TIME,VALUE,DURATION,LABEL
0.000000000,0,28.630204082,N1
28.630204082,2,21.025668934,B
49.655873016,1,14.013242630,A
63.669115646,0,7.000816327,N2
70.669931973,1,14.024852608,A
84.694784580,2,21.025668934,B
105.720453515,1,14.013242630,A
119.733696145,1,14.013242630,A
133.746938776,1,14.013242630,A
147.760181406,1,14.024852608,A
161.785034014,1,17.519455782,A
179.304489796,2,21.014058957,B
200.318548753,0,10.518639456,N4
210.837188209,1,14.013242630,A
224.850430839,1,14.024852608,A
238.875283447,1,14.013242630,A
252.888526077,2,21.037278912,B
273.925804989,0,16.149478458,N5
