TIME,VALUE,DURATION,LABEL
0.0,0,7.604535147,N1
7.604535147,1,15.673469388,A
23.278004535,1,15.209070295,A
38.48707483,1,13.293424036,A
51.780498866,0,9.508571429,N4
61.289070295,1,15.197460317,A
76.486530612,1,13.305034014,A
89.791564626,0,9.508571429,N6
99.300136054,1,15.197460317,A
114.497596372,1,13.305034014,A
127.802630385,0,17.577505669,N8
145.380136054,1,14.733061224,A
160.113197279,1,15.209070295,A
175.322267574,1,15.197460317,A
190.519727891,1,15.685079365,A
206.204807256,1,13.293424036,A
219.498231293,0,14.326712018,N13
