TIME,VALUE,DURATION,LABEL
0.0,0,6.884716553,N1
6.884716553,2,22.848435374,B
29.733151927,0,8.579773243,N2
38.31292517,2,22.860045351,B
61.172970522,0,7.616145125,N3
68.789115646,3,15.232290249,C
84.021405896,3,15.719909297,C
99.741315193,1,15.638639456,A
115.379954649,1,15.000090703,A
130.380045351,1,15.243900227,A
145.623945578,1,15.232290249,A
160.856235828,1,15.069750567,A
175.925986395,1,15.650249433,A
191.576235828,1,18.158004535,A
209.734240363,2,27.620136054,B
237.354376417,4,15.243900227,D
252.598276644,4,15.232290249,D
267.830566893,0,8.568163265,N9
276.398730159,2,24.29968254,B
