TIME,VALUE,DURATION,LABEL
0.0,0,8.951292517,N1
8.951292517,1,14.2338322,A
23.185124717,0,7.105306122,N2
30.290430839,1,14.222222222,A
44.512653061,1,14.222222222,A
58.734875283,1,14.222222222,A
72.957097506,1,14.222222222,A
87.179319728,1,14.222222222,A
101.40154195,1,14.222222222,A
115.623764172,0,7.987664399,N3
123.611428571,2,14.222222222,B
137.833650794,2,14.222222222,B
152.055873016,2,14.222222222,B
166.278095238,2,14.222222222,B
180.50031746,2,13.328253968,B
193.828571429,1,14.222222222,A
208.050793651,0,7.105306122,N9
215.156099773,1,14.222222222,A
229.378321995,1,14.222222222,A
243.600544218,0,7.558095238,N10
251.158639456,2,14.663401361,B
265.822040816,2,14.222222222,B
280.044263039,2,13.328253968,B
293.372517007,1,14.210612245,A
307.583129252,0,4.887800454,N14
