TIME,VALUE,DURATION,LABEL
0.0,0,42.864036281,N1
42.864036281,2,15.069750567,B
57.933786848,1,15.510929705,A
73.444716553,1,12.41106576,A
85.855782313,0,14.628571429,N4
100.484353741,1,12.41106576,A
112.895419501,0,8.870022676,N5
121.765442177,1,12.41106576,A
134.176507937,0,58.073106576,N6
192.249614512,1,12.41106576,A
204.660680272,0,9.311201814,N7
213.971882086,1,12.41106576,A
226.382947846,0,23.057414966,N8
249.440362812,1,12.41106576,A
261.851428571,0,7.534875283,N9
269.386303855,2,12.41106576,B
281.797369615,0,7.976054422,N10
289.773424036,1,13.281814059,A
