TIME,VALUE,DURATION,LABEL
0.0,0,1.242267574,N1
1.242267574,1,16.103038549,A
17.345306122,1,16.091428571,A
33.436734694,0,8.057324263,N2
41.494058957,2,16.091428571,B
57.585487528,2,16.091428571,B
73.6769161,2,16.091428571,B
89.768344671,2,16.091428571,B
105.859773243,1,16.103038549,A
121.962811791,1,16.079818594,A
138.042630385,1,16.103038549,A
154.145668934,1,16.091428571,A
170.237097506,1,16.091428571,A
186.328526077,1,16.091428571,A
202.419954649,0,8.057324263,N7
210.477278912,2,14.071292517,B
224.548571429,0,26.668117914,N8
