TIME,VALUE,DURATION,LABEL
0.0,0,0.65015873,N1
0.65015873,1,14.396371882,A
15.046530612,1,12.387845805,A
27.434376417,0,8.997732426,N3
36.432108844,1,14.396371882,A
50.828480726,1,14.419591837,A
65.248072562,1,12.58521542,A
77.833287982,0,72.260498866,N6
150.093786848,2,14.396371882,B
164.49015873,2,14.407981859,B
178.89814059,0,19.342222222,N7
198.240362812,1,12.608435374,A
210.848798186,0,13.490793651,N8
224.339591837,1,12.608435374,A
236.948027211,0,10.785668934,N9
247.733696145,1,13.502403628,A
261.236099773,1,12.608435374,A
273.844535147,0,14.280272109,N11
