TIME,VALUE,DURATION,LABEL
0.0,0,7.267845805,N1
7.267845805,1,14.01324263,A
21.281088435,1,14.001632653,A
35.282721088,0,7.000816327,N2
42.283537415,1,14.01324263,A
56.296780045,0,7.012426304,N3
63.309206349,1,14.001632653,A
77.310839002,0,7.012426304,N4
84.323265306,1,14.01324263,A
98.336507937,1,14.024852608,A
112.361360544,0,7.000816327,N5
119.362176871,1,14.01324263,A
133.375419501,0,14.01324263,N6
147.388662132,1,14.001632653,A
161.390294785,0,7.024036281,N7
168.414331066,1,12.608435374,A
181.02276644,0,10.681179138,N8
