TIME,VALUE,DURATION,LABEL
0.000000000,1,13.600000000,A
13.600000000,2,7.000000000,B
20.600000000,3,8.800000000,C
29.400000000,2,7.000000000,B
36.400000000,3,9.000000000,C
45.400000000,2,7.200000000,B
52.600000000,3,8.800000000,C
61.400000000,2,7.200000000,B
68.600000000,3,8.800000000,C
77.400000000,2,6.200000000,B
83.600000000,4,9.600000000,D
93.200000000,5,5.800000000,E
99.000000000,4,10.200000000,D
109.200000000,5,5.600000000,E
114.800000000,4,10.400000000,D
125.200000000,5,5.800000000,E
131.000000000,4,10.200000000,D
141.200000000,5,5.800000000,E
147.000000000,4,6.400000000,D
153.400000000,6,7.400000000,F
160.800000000,4,8.600000000,D
169.400000000,6,7.200000000,F
176.600000000,4,8.800000000,D
185.400000000,6,7.400000000,F
192.800000000,4,8.600000000,D
201.400000000,6,7.400000000,F
208.800000000,4,8.600000000,D
217.400000000,6,20.800000000,F
