TIME,VALUE,DURATION,LABEL
0.000000000,1,11.600000000,A
11.600000000,2,4.400000000,B
16.000000000,1,11.400000000,A
27.400000000,2,5.600000000,B
33.000000000,3,8.800000000,C
41.800000000,4,6.400000000,D
48.200000000,3,10.600000000,C
58.800000000,2,6.400000000,B
65.200000000,3,7.800000000,C
73.000000000,4,6.800000000,D
79.800000000,3,9.200000000,C
89.000000000,4,6.600000000,D
95.600000000,1,15.800000000,A
111.400000000,5,9.800000000,E
121.200000000,2,6.600000000,B
127.800000000,5,9.400000000,E
137.200000000,2,7.400000000,B
144.600000000,5,8.400000000,E
153.000000000,4,4.200000000,D
157.200000000,6,17.400000000,F
174.600000000,7,20.000000000,G
194.600000000,6,5.000000000,F
199.600000000,7,23.200000000,G
222.800000000,6,21.800000000,F
