TIME,VALUE,DURATION,LABEL
0.000000000,1,43.200000000,A
43.200000000,2,15.200000000,B
58.400000000,3,12.800000000,C
71.200000000,2,6.800000000,B
78.000000000,4,7.800000000,D
85.800000000,2,6.600000000,B
92.400000000,4,7.800000000,D
100.200000000,3,15.400000000,C
115.600000000,5,5.600000000,E
121.200000000,4,8.600000000,D
129.800000000,5,5.800000000,E
135.600000000,4,7.800000000,D
143.400000000,6,57.800000000,F
201.200000000,3,28.600000000,C
229.800000000,7,6.400000000,G
236.200000000,4,8.000000000,D
244.200000000,7,6.600000000,G
250.800000000,4,7.800000000,D
258.600000000,7,6.600000000,G
265.200000000,4,7.000000000,D
272.200000000,3,7.200000000,C
279.400000000,8,54.600000000,H
334.000000000,3,15.200000000,C
