TIME,VALUE,DURATION,LABEL
0.000000000,1,12.600000000,A
12.600000000,2,24.000000000,B
36.600000000,3,20.600000000,C
57.200000000,4,6.600000000,D
63.800000000,5,9.400000000,E
73.200000000,6,4.000000000,F
77.200000000,7,6.000000000,G
83.200000000,6,5.200000000,F
88.400000000,7,5.800000000,G
94.200000000,6,5.000000000,F
99.200000000,7,5.600000000,G
104.800000000,1,35.200000000,A
140.000000000,6,6.200000000,F
146.200000000,7,5.400000000,G
151.600000000,6,5.400000000,F
157.000000000,7,5.400000000,G
162.400000000,6,5.600000000,F
168.000000000,7,5.400000000,G
173.400000000,8,21.800000000,H
195.200000000,1,24.600000000,A
