TIME,VALUE,DURATION,LABEL
0.000000000,1,11.400000000,A
11.400000000,2,5.800000000,B
17.200000000,3,8.400000000,C
25.600000000,4,6.800000000,D
32.400000000,5,9.400000000,E
41.800000000,4,7.400000000,D
49.200000000,5,7.600000000,E
56.800000000,2,10.200000000,B
67.000000000,3,8.400000000,C
75.400000000,2,7.800000000,B
83.200000000,3,8.800000000,C
92.000000000,4,7.000000000,D
99.000000000,5,8.800000000,E
107.800000000,4,7.600000000,D
115.400000000,5,7.600000000,E
123.000000000,2,7.600000000,B
130.600000000,6,4.200000000,F
134.800000000,3,8.000000000,C
142.800000000,6,8.600000000,F
151.400000000,3,6.400000000,C
157.800000000,2,6.000000000,B
163.800000000,6,4.800000000,F
168.600000000,3,5.400000000,C
174.000000000,2,6.200000000,B
180.200000000,6,5.000000000,F
185.200000000,3,5.400000000,C
190.600000000,2,6.200000000,B
196.800000000,6,5.000000000,F
201.800000000,3,5.600000000,C
207.400000000,1,25.400000000,A
