TIME,VALUE,DURATION,LABEL
0.000000000,1,35.200000000,A
35.200000000,2,9.000000000,B
44.200000000,3,5.800000000,C
50.000000000,4,5.800000000,D
55.800000000,3,5.600000000,C
61.400000000,4,5.800000000,D
67.200000000,3,6.200000000,C
73.400000000,5,4.200000000,E
77.600000000,6,21.800000000,F
99.400000000,7,28.000000000,G
127.400000000,1,8.000000000,A
135.400000000,2,11.400000000,B
146.800000000,5,9.600000000,E
156.400000000,3,4.400000000,C
160.800000000,4,6.000000000,D
166.800000000,3,5.800000000,C
172.600000000,4,5.800000000,D
178.400000000,3,7.600000000,C
186.000000000,7,6.600000000,G
192.600000000,1,7.600000000,A
200.200000000,7,7.600000000,G
207.800000000,1,17.200000000,A
