TIME,VALUE,DURATION,LABEL
0.000000000,1,21.400000000,A
21.400000000,2,5.600000000,B
27.000000000,3,8.400000000,C
35.400000000,2,6.400000000,B
41.800000000,3,9.200000000,C
51.000000000,4,21.400000000,D
72.400000000,1,14.600000000,A
87.000000000,5,7.200000000,E
94.200000000,2,6.600000000,B
100.800000000,3,8.200000000,C
109.000000000,2,6.600000000,B
115.600000000,3,7.000000000,C
122.600000000,6,5.200000000,F
127.800000000,7,27.800000000,G
155.600000000,8,40.800000000,H
196.400000000,1,14.800000000,A
211.200000000,2,6.000000000,B
217.200000000,3,8.400000000,C
225.600000000,2,6.400000000,B
232.000000000,3,8.400000000,C
240.400000000,2,6.400000000,B
246.800000000,3,8.400000000,C
255.200000000,6,9.400000000,F
