TIME,VALUE,DURATION,LABEL
0.000000000,1,19.600000000,A
19.600000000,2,5.800000000,B
25.400000000,3,7.200000000,C
32.600000000,2,8.800000000,B
41.400000000,3,7.400000000,C
48.800000000,1,17.400000000,A
66.200000000,4,12.000000000,D
78.200000000,5,9.400000000,E
87.600000000,1,7.200000000,A
94.800000000,5,4.400000000,E
99.200000000,4,8.600000000,D
107.800000000,3,4.200000000,C
112.000000000,2,5.800000000,B
117.800000000,6,8.000000000,F
125.800000000,5,10.200000000,E
136.000000000,7,9.200000000,G
145.200000000,2,7.000000000,B
152.200000000,7,9.000000000,G
161.200000000,2,9.400000000,B
170.600000000,7,6.200000000,G
176.800000000,2,7.200000000,B
184.000000000,7,24.600000000,G
208.600000000,8,32.400000000,H
241.000000000,6,26.800000000,F
