TIME,TIME_DIFF
1970-01-01 00:00:00.000000082,3e-09
1970-01-01 00:00:00.000000085,3e-09
1970-01-01 00:00:00.000000088,3e-09
1970-01-01 00:00:00.000000090,2e-09
1970-01-01 00:00:00.000000093,3e-09
1970-01-01 00:00:00.000000096,3e-09
1970-01-01 00:00:00.000000098,2e-09
1970-01-01 00:00:00.000000101,3e-09
1970-01-01 00:00:00.000000103,2e-09
1970-01-01 00:00:00.000000107,4e-09
1970-01-01 00:00:00.000000109,2e-09
1970-01-01 00:00:00.000000013,1.3e-08
1970-01-01 00:00:00.000000027,1.4e-08
1970-01-01 00:00:00.000000030,3e-09
1970-01-01 00:00:00.000000034,4e-09
1970-01-01 00:00:00.000000037,3e-09
1970-01-01 00:00:00.000000042,5e-09
1970-01-01 00:00:00.000000044,2e-09
1970-01-01 00:00:00.000000064,2e-08
1970-01-01 00:00:00.000000067,3e-09
1970-01-01 00:00:00.000000072,5e-09
1970-01-01 00:00:00.000000078,6e-09
1970-01-01 00:00:00.000000083,5e-09
1970-01-01 00:00:00.000000089,6e-09
1970-01-01 00:00:00.000000094,5e-09
1970-01-01 00:00:00.000000100,6e-09
1970-01-01 00:00:00.000000105,5e-09
1970-01-01 00:00:00.000000107,2e-09
1970-01-01 00:00:00.000000018,1.8e-08
1970-01-01 00:00:00.000000022,4e-09
1970-01-01 00:00:00.000000026,4e-09
1970-01-01 00:00:00.000000030,4e-09
1970-01-01 00:00:00.000000034,4e-09
1970-01-01 00:00:00.000000037,3e-09
1970-01-01 00:00:00.000000041,4e-09
1970-01-01 00:00:00.000000044,3e-09
1970-01-01 00:00:00.000000047,3e-09
1970-01-01 00:00:00.000000054,7e-09
1970-01-01 00:00:00.000000057,3e-09
1970-01-01 00:00:00.000000064,7e-09
1970-01-01 00:00:00.000000068,4e-09
1970-01-01 00:00:00.000000073,5e-09
1970-01-01 00:00:00.000000076,3e-09
1970-01-01 00:00:00.000000079,3e-09
1970-01-01 00:00:00.000000085,6e-09
1970-01-01 00:00:00.000000087,2e-09
1970-01-01 00:00:00.000000090,3e-09
1970-01-01 00:00:00.000000095,5e-09
1970-01-01 00:00:00.000000098,3e-09
1970-01-01 00:00:00.000000101,3e-09
1970-01-01 00:00:00.000000106,5e-09
1970-01-01 00:00:00.000000109,3e-09
1970-01-01 00:00:00.000000023,2.3e-08
1970-01-01 00:00:00.000000027,4e-09
1970-01-01 00:00:00.000000033,6e-09
1970-01-01 00:00:00.000000034,1e-09
1970-01-01 00:00:00.000000037,3e-09
1970-01-01 00:00:00.000000043,6e-09
1970-01-01 00:00:00.000000064,2.1e-08
1970-01-01 00:00:00.000000068,4e-09
1970-01-01 00:00:00.000000070,2e-09
1970-01-01 00:00:00.000000073,3e-09
1970-01-01 00:00:00.000000076,3e-09
1970-01-01 00:00:00.000000079,3e-09
1970-01-01 00:00:00.000000081,2e-09
1970-01-01 00:00:00.000000084,3e-09
1970-01-01 00:00:00.000000087,3e-09
1970-01-01 00:00:00.000000090,3e-09
1970-01-01 00:00:00.000000092,2e-09
1970-01-01 00:00:00.000000095,3e-09
1970-01-01 00:00:00.000000098,3e-09
1970-01-01 00:00:00.000000101,3e-09
1970-01-01 00:00:00.000000103,2e-09
1970-01-01 00:00:00.000000106,3e-09
1970-01-01 00:00:00.000000107,1e-09
1970-01-01 00:00:00.000000109,2e-09
1970-01-01 00:00:00.000000013,1.3e-08
1970-01-01 00:00:00.000000043,3e-08
1970-01-01 00:00:00.000000064,2.1e-08
1970-01-01 00:00:00.000000066,2e-09
1970-01-01 00:00:00.000000068,2e-09
1970-01-01 00:00:00.000000071,3e-09
1970-01-01 00:00:00.000000073,2e-09
1970-01-01 00:00:00.000000074,1e-09
1970-01-01 00:00:00.000000077,3e-09
1970-01-01 00:00:00.000000079,2e-09
1970-01-01 00:00:00.000000082,3e-09
1970-01-01 00:00:00.000000084,2e-09
1970-01-01 00:00:00.000000086,2e-09
1970-01-01 00:00:00.000000088,2e-09
1970-01-01 00:00:00.000000089,1e-09
1970-01-01 00:00:00.000000093,4e-09
1970-01-01 00:00:00.000000095,2e-09
1970-01-01 00:00:00.000000096,1e-09
1970-01-01 00:00:00.000000099,3e-09
1970-01-01 00:00:00.000000100,1e-09
1970-01-01 00:00:00.000000104,4e-09
1970-01-01 00:00:00.000000106,2e-09
1970-01-01 00:00:00.000000108,2e-09
1970-01-01 00:00:00.000000111,3e-09
1970-01-01 00:00:00.000000023,2.3e-08
1970-01-01 00:00:00.000000026,3e-09
1970-01-01 00:00:00.000000032,6e-09
1970-01-01 00:00:00.000000036,4e-09
1970-01-01 00:00:00.000000037,1e-09
1970-01-01 00:00:00.000000043,6e-09
1970-01-01 00:00:00.000000047,4e-09
1970-01-01 00:00:00.000000054,7e-09
1970-01-01 00:00:00.000000057,3e-09
1970-01-01 00:00:00.000000065,8e-09
1970-01-01 00:00:00.000000067,2e-09
1970-01-01 00:00:00.000000073,6e-09
1970-01-01 00:00:00.000000078,5e-09
1970-01-01 00:00:00.000000084,6e-09
1970-01-01 00:00:00.000000089,5e-09
1970-01-01 00:00:00.000000094,5e-09
1970-01-01 00:00:00.000000100,6e-09
1970-01-01 00:00:00.000000105,5e-09
1970-01-01 00:00:00.000000108,3e-09
1970-01-01 00:00:00.000000018,1.8e-08
1970-01-01 00:00:00.000000029,1.1e-08
1970-01-01 00:00:00.000000033,4e-09
1970-01-01 00:00:00.000000034,1e-09
1970-01-01 00:00:00.000000040,6e-09
1970-01-01 00:00:00.000000043,3e-09
1970-01-01 00:00:00.000000064,2.1e-08
1970-01-01 00:00:00.000000066,2e-09
1970-01-01 00:00:00.000000068,2e-09
1970-01-01 00:00:00.000000071,3e-09
1970-01-01 00:00:00.000000074,3e-09
1970-01-01 00:00:00.000000077,3e-09
1970-01-01 00:00:00.000000079,2e-09
1970-01-01 00:00:00.000000082,3e-09
1970-01-01 00:00:00.000000085,3e-09
1970-01-01 00:00:00.000000088,3e-09
1970-01-01 00:00:00.000000090,2e-09
1970-01-01 00:00:00.000000093,3e-09
1970-01-01 00:00:00.000000096,3e-09
1970-01-01 00:00:00.000000099,3e-09
1970-01-01 00:00:00.000000101,2e-09
1970-01-01 00:00:00.000000104,3e-09
1970-01-01 00:00:00.000000107,3e-09
1970-01-01 00:00:00.000000109,2e-09
1970-01-01 00:00:00.000000014,1.4e-08
1970-01-01 00:00:00.000000030,1.6e-08
1970-01-01 00:00:00.000000034,4e-09
1970-01-01 00:00:00.000000041,7e-09
1970-01-01 00:00:00.000000045,4e-09
1970-01-01 00:00:00.000000064,1.9e-08
1970-01-01 00:00:00.000000066,2e-09
1970-01-01 00:00:00.000000068,2e-09
1970-01-01 00:00:00.000000072,4e-09
1970-01-01 00:00:00.000000074,2e-09
1970-01-01 00:00:00.000000077,3e-09
1970-01-01 00:00:00.000000079,2e-09
1970-01-01 00:00:00.000000083,4e-09
1970-01-01 00:00:00.000000085,2e-09
1970-01-01 00:00:00.000000088,3e-09
1970-01-01 00:00:00.000000090,2e-09
1970-01-01 00:00:00.000000094,4e-09
1970-01-01 00:00:00.000000096,2e-09
1970-01-01 00:00:00.000000099,3e-09
1970-01-01 00:00:00.000000101,2e-09
1970-01-01 00:00:00.000000105,4e-09
1970-01-01 00:00:00.000000107,2e-09
1970-01-01 00:00:00.000000109,2e-09
1970-01-01 00:00:00.000000013,1.3e-08
1970-01-01 00:00:00.000000020,7e-09
1970-01-01 00:00:00.000000023,3e-09
1970-01-01 00:00:00.000000027,4e-09
1970-01-01 00:00:00.000000030,3e-09
1970-01-01 00:00:00.000000035,5e-09
1970-01-01 00:00:00.000000038,3e-09
1970-01-01 00:00:00.000000041,3e-09
1970-01-01 00:00:00.000000046,5e-09
1970-01-01 00:00:00.000000064,1.8e-08
1970-01-01 00:00:00.000000068,4e-09
1970-01-01 00:00:00.000000072,4e-09
1970-01-01 00:00:00.000000075,3e-09
1970-01-01 00:00:00.000000079,4e-09
1970-01-01 00:00:00.000000083,4e-09
1970-01-01 00:00:00.000000086,3e-09
1970-01-01 00:00:00.000000090,4e-09
1970-01-01 00:00:00.000000094,4e-09
1970-01-01 00:00:00.000000096,2e-09
1970-01-01 00:00:00.000000100,4e-09
1970-01-01 00:00:00.000000105,5e-09
1970-01-01 00:00:00.000000108,3e-09
1970-01-01 00:00:00.000000015,1.5e-08
1970-01-01 00:00:00.000000025,1e-08
1970-01-01 00:00:00.000000031,6e-09
1970-01-01 00:00:00.000000036,5e-09
1970-01-01 00:00:00.000000042,6e-09
1970-01-01 00:00:00.000000045,3e-09
1970-01-01 00:00:00.000000065,2e-08
1970-01-01 00:00:00.000000066,1e-09
1970-01-01 00:00:00.000000069,3e-09
1970-01-01 00:00:00.000000073,4e-09
1970-01-01 00:00:00.000000077,4e-09
1970-01-01 00:00:00.000000080,3e-09
1970-01-01 00:00:00.000000084,4e-09
1970-01-01 00:00:00.000000088,4e-09
1970-01-01 00:00:00.000000091,3e-09
1970-01-01 00:00:00.000000095,4e-09
1970-01-01 00:00:00.000000099,4e-09
1970-01-01 00:00:00.000000102,3e-09
1970-01-01 00:00:00.000000106,4e-09
1970-01-01 00:00:00.000000109,3e-09
1970-01-01 00:00:00.000000019,1.9e-08
1970-01-01 00:00:00.000000044,2.5e-08
1970-01-01 00:00:00.000000064,2e-08
1970-01-01 00:00:00.000000066,2e-09
1970-01-01 00:00:00.000000068,2e-09
1970-01-01 00:00:00.000000071,3e-09
1970-01-01 00:00:00.000000074,3e-09
1970-01-01 00:00:00.000000076,2e-09
1970-01-01 00:00:00.000000077,1e-09
1970-01-01 00:00:00.000000079,2e-09
1970-01-01 00:00:00.000000082,3e-09
1970-01-01 00:00:00.000000085,3e-09
1970-01-01 00:00:00.000000087,2e-09
1970-01-01 00:00:00.000000088,1e-09
1970-01-01 00:00:00.000000090,2e-09
1970-01-01 00:00:00.000000093,3e-09
1970-01-01 00:00:00.000000096,3e-09
1970-01-01 00:00:00.000000098,2e-09
1970-01-01 00:00:00.000000099,1e-09
1970-01-01 00:00:00.000000101,2e-09
1970-01-01 00:00:00.000000104,3e-09
1970-01-01 00:00:00.000000107,3e-09
1970-01-01 00:00:00.000000109,2e-09
1970-01-01 00:00:00.000000013,1.3e-08
1970-01-01 00:00:00.000000018,5e-09
1970-01-01 00:00:00.000000023,5e-09
1970-01-01 00:00:00.000000026,3e-09
1970-01-01 00:00:00.000000030,4e-09
1970-01-01 00:00:00.000000037,7e-09
1970-01-01 00:00:00.000000041,4e-09
1970-01-01 00:00:00.000000044,3e-09
1970-01-01 00:00:00.000000048,4e-09
1970-01-01 00:00:00.000000054,6e-09
1970-01-01 00:00:00.000000057,3e-09
1970-01-01 00:00:00.000000064,7e-09
1970-01-01 00:00:00.000000066,2e-09
1970-01-01 00:00:00.000000068,2e-09
1970-01-01 00:00:00.000000073,5e-09
1970-01-01 00:00:00.000000077,4e-09
1970-01-01 00:00:00.000000079,2e-09
1970-01-01 00:00:00.000000083,4e-09
1970-01-01 00:00:00.000000087,4e-09
1970-01-01 00:00:00.000000090,3e-09
1970-01-01 00:00:00.000000094,4e-09
1970-01-01 00:00:00.000000099,5e-09
1970-01-01 00:00:00.000000101,2e-09
1970-01-01 00:00:00.000000105,4e-09
1970-01-01 00:00:00.000000108,3e-09
1970-01-01 00:00:00.000000013,1.3e-08
1970-01-01 00:00:00.000000030,1.7e-08
1970-01-01 00:00:00.000000034,4e-09
1970-01-01 00:00:00.000000041,7e-09
1970-01-01 00:00:00.000000045,4e-09
1970-01-01 00:00:00.000000064,1.9e-08
1970-01-01 00:00:00.000000066,2e-09
1970-01-01 00:00:00.000000068,2e-09
1970-01-01 00:00:00.000000072,4e-09
1970-01-01 00:00:00.000000074,2e-09
1970-01-01 00:00:00.000000077,3e-09
1970-01-01 00:00:00.000000079,2e-09
1970-01-01 00:00:00.000000083,4e-09
1970-01-01 00:00:00.000000085,2e-09
1970-01-01 00:00:00.000000088,3e-09
1970-01-01 00:00:00.000000090,2e-09
1970-01-01 00:00:00.000000094,4e-09
1970-01-01 00:00:00.000000096,2e-09
1970-01-01 00:00:00.000000099,3e-09
1970-01-01 00:00:00.000000101,2e-09
1970-01-01 00:00:00.000000105,4e-09
1970-01-01 00:00:00.000000108,3e-09
1970-01-01 00:00:00.000000012,1.2e-08
1970-01-01 00:00:00.000000022,1e-08
1970-01-01 00:00:00.000000025,3e-09
1970-01-01 00:00:00.000000030,5e-09
1970-01-01 00:00:00.000000036,6e-09
1970-01-01 00:00:00.000000041,5e-09
1970-01-01 00:00:00.000000045,4e-09
1970-01-01 00:00:00.000000064,1.9e-08
1970-01-01 00:00:00.000000067,3e-09
1970-01-01 00:00:00.000000070,3e-09
1970-01-01 00:00:00.000000072,2e-09
1970-01-01 00:00:00.000000074,2e-09
1970-01-01 00:00:00.000000076,2e-09
1970-01-01 00:00:00.000000078,2e-09
1970-01-01 00:00:00.000000081,3e-09
1970-01-01 00:00:00.000000083,2e-09
1970-01-01 00:00:00.000000085,2e-09
1970-01-01 00:00:00.000000087,2e-09
1970-01-01 00:00:00.000000089,2e-09
1970-01-01 00:00:00.000000092,3e-09
1970-01-01 00:00:00.000000094,2e-09
1970-01-01 00:00:00.000000096,2e-09
1970-01-01 00:00:00.000000098,2e-09
1970-01-01 00:00:00.000000100,2e-09
1970-01-01 00:00:00.000000103,3e-09
1970-01-01 00:00:00.000000105,2e-09
1970-01-01 00:00:00.000000107,2e-09
1970-01-01 00:00:00.000000109,2e-09
1970-01-01 00:00:00.000000013,1.3e-08
1970-01-01 00:00:00.000000023,1e-08
1970-01-01 00:00:00.000000026,3e-09
1970-01-01 00:00:00.000000030,4e-09
1970-01-01 00:00:00.000000036,6e-09
1970-01-01 00:00:00.000000041,5e-09
1970-01-01 00:00:00.000000045,4e-09
1970-01-01 00:00:00.000000063,1.8e-08
1970-01-01 00:00:00.000000066,3e-09
1970-01-01 00:00:00.000000068,2e-09
1970-01-01 00:00:00.000000072,4e-09
1970-01-01 00:00:00.000000074,2e-09
1970-01-01 00:00:00.000000077,3e-09
1970-01-01 00:00:00.000000079,2e-09
1970-01-01 00:00:00.000000083,4e-09
1970-01-01 00:00:00.000000085,2e-09
1970-01-01 00:00:00.000000088,3e-09
1970-01-01 00:00:00.000000090,2e-09
1970-01-01 00:00:00.000000094,4e-09
1970-01-01 00:00:00.000000096,2e-09
1970-01-01 00:00:00.000000099,3e-09
1970-01-01 00:00:00.000000101,2e-09
1970-01-01 00:00:00.000000105,4e-09
1970-01-01 00:00:00.000000108,3e-09
1970-01-01 00:00:00.000000013,1.3e-08
1970-01-01 00:00:00.000000029,1.6e-08
1970-01-01 00:00:00.000000032,3e-09
1970-01-01 00:00:00.000000035,3e-09
1970-01-01 00:00:00.000000040,5e-09
1970-01-01 00:00:00.000000043,3e-09
1970-01-01 00:00:00.000000065,2.2e-08
1970-01-01 00:00:00.000000067,2e-09
1970-01-01 00:00:00.000000070,3e-09
1970-01-01 00:00:00.000000072,2e-09
1970-01-01 00:00:00.000000074,2e-09
1970-01-01 00:00:00.000000076,2e-09
1970-01-01 00:00:00.000000078,2e-09
1970-01-01 00:00:00.000000081,3e-09
1970-01-01 00:00:00.000000083,2e-09
1970-01-01 00:00:00.000000085,2e-09
1970-01-01 00:00:00.000000087,2e-09
1970-01-01 00:00:00.000000089,2e-09
1970-01-01 00:00:00.000000092,3e-09
1970-01-01 00:00:00.000000094,2e-09
1970-01-01 00:00:00.000000096,2e-09
1970-01-01 00:00:00.000000098,2e-09
1970-01-01 00:00:00.000000100,2e-09
1970-01-01 00:00:00.000000103,3e-09
1970-01-01 00:00:00.000000105,2e-09
1970-01-01 00:00:00.000000107,2e-09
1970-01-01 00:00:00.000000109,2e-09
