File1,File2,Timestamp1,Duration1,Timestamp2,Duration2,Time Difference,Duration Difference
parsed_data_18.csv,parsed_VitalicSegmented18L.csv,21.334,7.007,54.8,36.8,33.466s,29.793s
parsed_data_18.csv,parsed_VitalicSegmented18L.csv,28.342,7.007,91.6,5.8,63.258s,1.207s
parsed_data_18.csv,parsed_VitalicSegmented18L.csv,35.349,7.007,97.4,27.2,62.051s,20.193s
parsed_data_18.csv,parsed_VitalicSegmented18L.csv,42.356,7.007,124.6,5.2,82.244s,1.807s
parsed_data_18.csv,parsed_VitalicSegmented18L.csv,49.363,7.007,129.8,9.0,80.437s,1.993s
parsed_data_18.csv,parsed_VitalicSegmented18L.csv,56.371,7.007,138.8,5.0,82.429s,2.007s
parsed_data_18.csv,parsed_VitalicSegmented18L.csv,63.378,7.007,143.8,27.2,80.422s,20.193s
parsed_data_19.csv,parsed_VitalicSegmented19L.csv,0.21,14.625,0.0,17.6,0.210s,2.975s
parsed_data_19.csv,parsed_VitalicSegmented19L.csv,14.836,7.312,17.6,30.4,2.764s,23.088s
parsed_data_19.csv,parsed_VitalicSegmented19L.csv,22.148,14.625,48.0,17.0,25.852s,2.375s
parsed_data_19.csv,parsed_VitalicSegmented19L.csv,36.774,14.625,65.0,14.4,28.226s,0.225s
parsed_data_19.csv,parsed_VitalicSegmented19L.csv,51.399,14.625,79.4,14.8,28.001s,0.175s
parsed_data_19.csv,parsed_VitalicSegmented19L.csv,66.024,14.625,94.2,16.2,28.176s,1.575s
parsed_data_19.csv,parsed_VitalicSegmented19L.csv,80.649,14.625,110.4,36.2,29.751s,21.575s
parsed_data_19.csv,parsed_VitalicSegmented19L.csv,95.274,14.625,146.6,27.4,51.326s,12.775s
parsed_data_19.csv,parsed_VitalicSegmented19L.csv,109.9,7.312,174.0,16.8,64.100s,9.488s
parsed_data_19.csv,parsed_VitalicSegmented19L.csv,117.212,14.625,190.8,27.8,73.588s,13.175s
parsed_data_19.csv,parsed_VitalicSegmented19L.csv,131.837,14.625,218.6,22.0,86.763s,7.375s
parsed_data_19.csv,parsed_VitalicSegmented19L.csv,146.463,14.625,240.6,22.6,94.137s,7.975s
parsed_data_19.csv,parsed_VitalicSegmented19L.csv,161.088,14.625,263.2,22.0,102.112s,7.375s
parsed_data_19.csv,parsed_VitalicSegmented19L.csv,175.713,14.625,285.2,14.4,109.487s,0.225s
parsed_data_19.csv,parsed_VitalicSegmented19L.csv,190.338,14.625,299.6,14.6,109.262s,0.025s
parsed_data_19.csv,parsed_VitalicSegmented19L.csv,204.964,14.625,314.2,15.4,109.236s,0.775s
parsed_data_19.csv,parsed_VitalicSegmented19L.csv,219.589,14.625,329.6,14.8,110.011s,0.175s
parsed_data_19.csv,parsed_VitalicSegmented19L.csv,234.214,14.625,344.4,13.4,110.186s,1.225s
parsed_data_19.csv,parsed_VitalicSegmented19L.csv,248.839,14.625,357.8,13.2,108.961s,1.425s
parsed_data_20.csv,parsed_VitalicSegmented20L.csv,3.194,14.964,0.0,32.4,3.194s,17.436s
parsed_data_20.csv,parsed_VitalicSegmented20L.csv,18.159,14.964,32.4,15.4,14.241s,0.436s
parsed_data_20.csv,parsed_VitalicSegmented20L.csv,33.124,14.964,47.8,4.2,14.676s,10.764s
parsed_data_20.csv,parsed_VitalicSegmented20L.csv,48.089,14.964,52.0,8.0,3.911s,6.964s
parsed_data_20.csv,parsed_VitalicSegmented20L.csv,63.054,14.964,60.0,7.6,3.054s,7.364s
parsed_data_20.csv,parsed_VitalicSegmented20L.csv,78.019,14.964,67.6,4.8,10.419s,10.164s
parsed_data_20.csv,parsed_VitalicSegmented20L.csv,92.984,14.964,72.4,5.2,20.584s,9.764s
parsed_data_20.csv,parsed_VitalicSegmented20L.csv,107.949,14.964,77.6,4.4,30.349s,10.564s
parsed_data_20.csv,parsed_VitalicSegmented20L.csv,122.914,14.964,82.0,8.0,40.914s,6.964s
parsed_data_20.csv,parsed_VitalicSegmented20L.csv,137.879,14.964,90.0,32.2,47.879s,17.236s
parsed_data_20.csv,parsed_VitalicSegmented20L.csv,152.844,14.964,122.2,4.2,30.644s,10.764s
parsed_data_20.csv,parsed_VitalicSegmented20L.csv,167.809,14.964,126.4,8.8,41.409s,6.164s
parsed_data_20.csv,parsed_VitalicSegmented20L.csv,182.774,14.964,135.2,6.0,47.574s,8.964s
parsed_data_20.csv,parsed_VitalicSegmented20L.csv,197.739,14.964,141.2,8.8,56.539s,6.164s
parsed_data_20.csv,parsed_VitalicSegmented20L.csv,212.703,14.964,150.0,6.2,62.703s,8.764s
parsed_data_20.csv,parsed_VitalicSegmented20L.csv,227.668,14.964,156.2,8.6,71.468s,6.364s
parsed_data_21.csv,parsed_VitalicSegmented21L.csv,0.018,7.6,0.0,10.2,0.018s,2.600s
parsed_data_21.csv,parsed_VitalicSegmented21L.csv,7.619,15.201,10.2,4.4,2.581s,10.801s
parsed_data_21.csv,parsed_VitalicSegmented21L.csv,22.821,15.201,14.6,9.8,8.221s,5.401s
parsed_data_21.csv,parsed_VitalicSegmented21L.csv,38.023,15.201,24.4,6.8,13.623s,8.401s
parsed_data_21.csv,parsed_VitalicSegmented21L.csv,53.225,15.201,31.2,7.6,22.025s,7.601s
parsed_data_21.csv,parsed_VitalicSegmented21L.csv,68.427,15.201,38.8,7.6,29.627s,7.601s
parsed_data_21.csv,parsed_VitalicSegmented21L.csv,83.629,15.201,46.4,7.0,37.229s,8.201s
parsed_data_21.csv,parsed_VitalicSegmented21L.csv,98.831,15.201,53.4,8.2,45.431s,7.001s
parsed_data_21.csv,parsed_VitalicSegmented21L.csv,114.033,15.201,61.6,7.6,52.433s,7.601s
parsed_data_21.csv,parsed_VitalicSegmented21L.csv,129.235,15.201,69.2,8.2,60.035s,7.001s
parsed_data_21.csv,parsed_VitalicSegmented21L.csv,144.437,15.201,77.4,7.0,67.037s,8.201s
parsed_data_21.csv,parsed_VitalicSegmented21L.csv,159.638,15.201,84.4,7.2,75.238s,8.001s
parsed_data_21.csv,parsed_VitalicSegmented21L.csv,174.84,15.201,91.6,7.6,83.240s,7.601s
parsed_data_21.csv,parsed_VitalicSegmented21L.csv,190.042,15.201,99.2,5.8,90.842s,9.401s
parsed_data_21.csv,parsed_VitalicSegmented21L.csv,205.244,15.201,105.0,5.6,100.244s,9.601s
parsed_data_21.csv,parsed_VitalicSegmented21L.csv,220.446,13.793,110.6,5.0,109.846s,8.793s
parsed_data_22.csv,parsed_VitalicSegmented22L.csv,0.019,15.0,0.0,15.2,0.019s,0.200s
parsed_data_22.csv,parsed_VitalicSegmented22L.csv,15.019,15.0,15.2,29.6,0.181s,14.600s
parsed_data_22.csv,parsed_VitalicSegmented22L.csv,30.019,15.0,44.8,19.6,14.781s,4.600s
parsed_data_22.csv,parsed_VitalicSegmented22L.csv,45.019,15.0,64.4,6.2,19.381s,8.800s
parsed_data_22.csv,parsed_VitalicSegmented22L.csv,60.019,15.0,70.6,4.2,10.581s,10.800s
parsed_data_22.csv,parsed_VitalicSegmented22L.csv,75.019,15.0,74.8,5.4,0.219s,9.600s
parsed_data_22.csv,parsed_VitalicSegmented22L.csv,90.019,15.0,80.2,15.2,9.819s,0.200s
parsed_data_22.csv,parsed_VitalicSegmented22L.csv,105.019,15.0,95.4,8.2,9.619s,6.800s
parsed_data_22.csv,parsed_VitalicSegmented22L.csv,120.019,15.0,103.6,6.4,16.419s,8.600s
parsed_data_22.csv,parsed_VitalicSegmented22L.csv,135.037,15.0,110.0,8.6,25.037s,6.400s
parsed_data_22.csv,parsed_VitalicSegmented22L.csv,150.037,15.0,118.6,8.0,31.437s,7.000s
parsed_data_22.csv,parsed_VitalicSegmented22L.csv,165.037,15.0,126.6,6.8,38.437s,8.200s
parsed_data_22.csv,parsed_VitalicSegmented22L.csv,180.037,18.75,133.4,8.2,46.637s,10.550s
parsed_data_22.csv,parsed_VitalicSegmented22L.csv,198.787,15.0,141.6,6.8,57.187s,8.200s
parsed_data_22.csv,parsed_VitalicSegmented22L.csv,213.787,15.0,148.4,8.2,65.387s,6.800s
parsed_data_22.csv,parsed_VitalicSegmented22L.csv,228.787,15.0,156.6,7.6,72.187s,7.400s
parsed_data_22.csv,parsed_VitalicSegmented22L.csv,243.787,15.0,164.2,31.0,79.587s,16.000s
parsed_data_22.csv,parsed_VitalicSegmented22L.csv,258.787,8.905,195.2,10.6,63.587s,1.695s
parsed_data_23.csv,parsed_VitalicSegmented23L.csv,0.0,15.474,0.0,31.2,0.000s,15.726s
parsed_data_23.csv,parsed_VitalicSegmented23L.csv,15.474,15.33,31.2,21.8,15.726s,6.470s
parsed_data_23.csv,parsed_VitalicSegmented23L.csv,30.804,7.695,53.0,10.0,22.196s,2.305s
parsed_data_23.csv,parsed_VitalicSegmented23L.csv,38.5,15.423,63.0,6.6,24.500s,8.823s
parsed_data_23.csv,parsed_VitalicSegmented23L.csv,53.923,15.371,69.6,8.8,15.677s,6.571s
parsed_data_23.csv,parsed_VitalicSegmented23L.csv,69.295,15.372,78.4,6.4,9.105s,8.972s
parsed_data_23.csv,parsed_VitalicSegmented23L.csv,84.667,15.372,84.8,14.6,0.133s,0.772s
parsed_data_23.csv,parsed_VitalicSegmented23L.csv,100.039,15.372,99.4,15.4,0.639s,0.028s
parsed_data_23.csv,parsed_VitalicSegmented23L.csv,115.411,32.834,114.8,6.2,0.611s,26.634s
parsed_data_23.csv,parsed_VitalicSegmented23L.csv,148.246,15.388,121.0,26.6,27.246s,11.212s
parsed_data_23.csv,parsed_VitalicSegmented23L.csv,163.634,15.409,147.6,15.0,16.034s,0.409s
parsed_data_23.csv,parsed_VitalicSegmented23L.csv,179.044,15.388,162.6,10.4,16.444s,4.988s
parsed_data_23.csv,parsed_VitalicSegmented23L.csv,194.432,15.286,173.0,6.6,21.432s,8.686s
parsed_data_23.csv,parsed_VitalicSegmented23L.csv,209.719,11.573,179.6,13.6,30.119s,2.027s
parsed_data_24.csv,parsed_VitalicSegmented24L.csv,0.026,15.609,0.0,45.6,0.026s,29.991s
parsed_data_24.csv,parsed_VitalicSegmented24L.csv,15.636,15.609,45.6,18.0,29.964s,2.391s
parsed_data_24.csv,parsed_VitalicSegmented24L.csv,31.245,15.609,63.6,7.0,32.355s,8.609s
parsed_data_24.csv,parsed_VitalicSegmented24L.csv,46.855,15.609,70.6,10.2,23.745s,5.409s
parsed_data_24.csv,parsed_VitalicSegmented24L.csv,62.465,15.609,80.8,5.0,18.335s,10.609s
parsed_data_24.csv,parsed_VitalicSegmented24L.csv,78.075,15.609,85.8,7.8,7.725s,7.809s
parsed_data_24.csv,parsed_VitalicSegmented24L.csv,93.685,15.609,93.6,16.8,0.085s,1.191s
parsed_data_24.csv,parsed_VitalicSegmented24L.csv,109.294,15.609,110.4,6.4,1.106s,9.209s
parsed_data_24.csv,parsed_VitalicSegmented24L.csv,124.904,15.609,116.8,17.0,8.104s,1.391s
parsed_data_24.csv,parsed_VitalicSegmented24L.csv,140.514,15.609,133.8,6.4,6.714s,9.209s
parsed_data_24.csv,parsed_VitalicSegmented24L.csv,156.124,15.609,140.2,16.8,15.924s,1.191s
parsed_data_24.csv,parsed_VitalicSegmented24L.csv,171.733,15.609,157.0,9.4,14.733s,6.209s
parsed_data_24.csv,parsed_VitalicSegmented24L.csv,187.343,15.609,166.4,11.6,20.943s,4.009s
parsed_data_24.csv,parsed_VitalicSegmented24L.csv,202.953,15.609,178.0,10.0,24.953s,5.609s
parsed_data_24.csv,parsed_VitalicSegmented24L.csv,218.563,15.609,188.0,15.8,30.563s,0.191s
parsed_data_24.csv,parsed_VitalicSegmented24L.csv,234.172,15.609,203.8,7.6,30.372s,8.009s
parsed_data_24.csv,parsed_VitalicSegmented24L.csv,249.782,15.609,211.4,13.4,38.382s,2.209s
parsed_data_24.csv,parsed_VitalicSegmented24L.csv,265.427,15.609,224.8,10.0,40.627s,5.609s
parsed_data_24.csv,parsed_VitalicSegmented24L.csv,281.037,15.609,234.8,15.8,46.237s,0.191s
parsed_data_24.csv,parsed_VitalicSegmented24L.csv,296.646,7.804,250.6,7.0,46.046s,0.804s
parsed_data_24.csv,parsed_VitalicSegmented24L.csv,304.451,15.609,257.6,6.6,46.851s,9.009s
parsed_data_24.csv,parsed_VitalicSegmented24L.csv,320.061,4.338,264.2,17.8,55.861s,13.462s
parsed_data_25.csv,parsed_VitalicSegmented25L.csv,0.0,7.338,0.0,36.4,0.000s,29.062s
parsed_data_25.csv,parsed_VitalicSegmented25L.csv,7.338,14.623,36.4,36.0,29.062s,21.377s
parsed_data_25.csv,parsed_VitalicSegmented25L.csv,21.961,14.623,72.4,29.4,50.439s,14.777s
parsed_data_25.csv,parsed_VitalicSegmented25L.csv,36.584,14.623,101.8,39.6,65.216s,24.977s
parsed_data_25.csv,parsed_VitalicSegmented25L.csv,51.207,14.623,141.4,11.0,90.193s,3.623s
parsed_data_25.csv,parsed_VitalicSegmented25L.csv,65.83,14.623,152.4,14.6,86.570s,0.023s
parsed_data_25.csv,parsed_VitalicSegmented25L.csv,80.453,14.623,167.0,15.0,86.547s,0.377s
parsed_data_25.csv,parsed_VitalicSegmented25L.csv,95.076,7.311,182.0,14.6,86.924s,7.289s
parsed_data_25.csv,parsed_VitalicSegmented25L.csv,102.387,7.311,196.6,35.8,94.213s,28.489s
parsed_data_26.csv,parsed_VitalicSegmented26L.csv,0.0,7.408,0.0,12.4,0.000s,4.992s
parsed_data_26.csv,parsed_VitalicSegmented26L.csv,7.408,14.769,12.4,8.4,4.992s,6.369s
parsed_data_26.csv,parsed_VitalicSegmented26L.csv,22.177,14.769,20.8,7.4,1.377s,7.369s
parsed_data_26.csv,parsed_VitalicSegmented26L.csv,36.946,14.769,28.2,6.8,8.746s,7.969s
parsed_data_26.csv,parsed_VitalicSegmented26L.csv,51.715,14.769,35.0,7.8,16.715s,6.969s
parsed_data_26.csv,parsed_VitalicSegmented26L.csv,66.485,14.769,42.8,8.6,23.685s,6.169s
parsed_data_26.csv,parsed_VitalicSegmented26L.csv,81.254,14.769,51.4,22.0,29.854s,7.231s
parsed_data_26.csv,parsed_VitalicSegmented26L.csv,96.023,14.769,73.4,5.2,22.623s,9.569s
parsed_data_26.csv,parsed_VitalicSegmented26L.csv,110.792,14.769,78.6,5.4,32.192s,9.369s
parsed_data_26.csv,parsed_VitalicSegmented26L.csv,125.562,14.769,84.0,5.0,41.562s,9.769s
parsed_data_26.csv,parsed_VitalicSegmented26L.csv,140.331,14.769,89.0,5.6,51.331s,9.169s
parsed_data_26.csv,parsed_VitalicSegmented26L.csv,155.1,14.769,94.6,7.4,60.500s,7.369s
parsed_data_26.csv,parsed_VitalicSegmented26L.csv,169.869,14.769,102.0,6.4,67.869s,8.369s
parsed_data_26.csv,parsed_VitalicSegmented26L.csv,184.639,14.769,108.4,8.4,76.239s,6.369s
parsed_data_26.csv,parsed_VitalicSegmented26L.csv,199.408,12.923,116.8,8.0,82.608s,4.923s
parsed_data_26.csv,parsed_VitalicSegmented26L.csv,212.331,14.769,124.8,31.2,87.531s,16.431s
parsed_data_26.csv,parsed_VitalicSegmented26L.csv,227.1,14.769,156.0,55.2,71.100s,40.431s
parsed_data_26.csv,parsed_VitalicSegmented26L.csv,241.869,14.769,211.2,7.2,30.669s,7.569s
parsed_data_26.csv,parsed_VitalicSegmented26L.csv,256.639,8.067,218.4,6.8,38.239s,1.267s
parsed_data_27.csv,parsed_VitalicSegmented27L.csv,0.0,2.063,0.0,19.2,0.000s,17.137s
parsed_data_27.csv,parsed_VitalicSegmented27L.csv,2.063,16.991,19.2,19.2,17.137s,2.209s
parsed_data_27.csv,parsed_VitalicSegmented27L.csv,19.054,16.991,38.4,29.0,19.346s,12.009s
parsed_data_27.csv,parsed_VitalicSegmented27L.csv,36.045,16.991,67.4,9.8,31.355s,7.191s
parsed_data_27.csv,parsed_VitalicSegmented27L.csv,53.036,16.991,77.2,4.8,24.164s,12.191s
parsed_data_27.csv,parsed_VitalicSegmented27L.csv,70.027,16.991,82.0,9.6,11.973s,7.391s
parsed_data_27.csv,parsed_VitalicSegmented27L.csv,87.019,16.991,91.6,10.8,4.581s,6.191s
parsed_data_27.csv,parsed_VitalicSegmented27L.csv,104.01,16.991,102.4,6.0,1.610s,10.991s
parsed_data_27.csv,parsed_VitalicSegmented27L.csv,121.001,16.991,108.4,11.0,12.601s,5.991s
parsed_data_27.csv,parsed_VitalicSegmented27L.csv,137.992,16.991,119.4,8.0,18.592s,8.991s
parsed_data_27.csv,parsed_VitalicSegmented27L.csv,154.983,16.991,127.4,7.6,27.583s,9.391s
parsed_data_27.csv,parsed_VitalicSegmented27L.csv,171.974,16.991,135.0,4.2,36.974s,12.791s
parsed_data_28.csv,parsed_VitalicSegmented28L.csv,0.041,15.867,0.0,33.0,0.041s,17.133s
parsed_data_28.csv,parsed_VitalicSegmented28L.csv,15.909,15.867,33.0,22.8,17.091s,6.933s
parsed_data_28.csv,parsed_VitalicSegmented28L.csv,31.777,15.867,55.8,6.4,24.023s,9.467s
parsed_data_28.csv,parsed_VitalicSegmented28L.csv,47.645,15.867,62.2,9.0,14.555s,6.867s
parsed_data_28.csv,parsed_VitalicSegmented28L.csv,63.512,15.867,71.2,5.6,7.688s,10.267s
parsed_data_28.csv,parsed_VitalicSegmented28L.csv,79.38,15.867,76.8,6.0,2.580s,9.867s
parsed_data_28.csv,parsed_VitalicSegmented28L.csv,95.248,15.867,82.8,8.8,12.448s,7.067s
parsed_data_28.csv,parsed_VitalicSegmented28L.csv,111.116,15.867,91.6,19.0,19.516s,3.133s
parsed_data_28.csv,parsed_VitalicSegmented28L.csv,126.984,15.867,110.6,48.6,16.384s,32.733s
parsed_data_28.csv,parsed_VitalicSegmented28L.csv,142.851,15.867,159.2,14.8,16.349s,1.067s
parsed_data_28.csv,parsed_VitalicSegmented28L.csv,158.719,15.867,174.0,16.8,15.281s,0.933s
parsed_data_28.csv,parsed_VitalicSegmented28L.csv,174.587,15.867,190.8,15.4,16.213s,0.467s
parsed_data_28.csv,parsed_VitalicSegmented28L.csv,190.455,15.867,206.2,16.8,15.745s,0.933s
parsed_data_28.csv,parsed_VitalicSegmented28L.csv,206.322,15.867,223.0,21.6,16.678s,5.733s
parsed_data_29.csv,parsed_VitalicSegmented29L.csv,0.039,15.207,0.0,15.8,0.039s,0.593s
parsed_data_29.csv,parsed_VitalicSegmented29L.csv,15.247,15.207,15.8,36.6,0.553s,21.393s
parsed_data_29.csv,parsed_VitalicSegmented29L.csv,30.455,15.207,52.4,5.0,21.945s,10.207s
parsed_data_29.csv,parsed_VitalicSegmented29L.csv,45.663,15.207,57.4,4.0,11.737s,11.207s
parsed_data_29.csv,parsed_VitalicSegmented29L.csv,76.079,15.207,74.6,15.6,1.479s,0.393s
parsed_data_29.csv,parsed_VitalicSegmented29L.csv,152.095,15.207,151.2,29.2,0.895s,13.993s
parsed_data_29.csv,parsed_VitalicSegmented29L.csv,167.303,15.207,180.4,14.2,13.097s,1.007s
parsed_data_29.csv,parsed_VitalicSegmented29L.csv,182.511,15.207,194.6,11.8,12.089s,3.407s
parsed_data_30.csv,parsed_VitalicSegmented30L.csv,0.0,7.7620000000000005,0.0,23.8,0.000s,16.038s
parsed_data_30.csv,parsed_VitalicSegmented30L.csv,7.7620000000000005,15.323,23.8,29.2,16.038s,13.877s
parsed_data_30.csv,parsed_VitalicSegmented30L.csv,23.092,15.396,53.0,8.8,29.908s,6.596s
parsed_data_30.csv,parsed_VitalicSegmented30L.csv,38.489,15.36,61.8,6.8,23.311s,8.560s
parsed_data_30.csv,parsed_VitalicSegmented30L.csv,53.849,15.36,68.6,8.6,14.751s,6.760s
parsed_data_30.csv,parsed_VitalicSegmented30L.csv,69.209,15.359,77.2,8.0,7.991s,7.359s
parsed_data_30.csv,parsed_VitalicSegmented30L.csv,84.569,11.52,85.2,7.8,0.631s,3.720s
parsed_data_30.csv,parsed_VitalicSegmented30L.csv,96.089,15.36,93.0,4.2,3.089s,11.160s
parsed_data_30.csv,parsed_VitalicSegmented30L.csv,111.449,15.36,97.2,28.6,14.249s,13.240s
parsed_data_30.csv,parsed_VitalicSegmented30L.csv,126.809,15.36,125.8,9.2,1.009s,6.160s
parsed_data_30.csv,parsed_VitalicSegmented30L.csv,142.169,15.36,135.0,6.6,7.169s,8.760s
parsed_data_30.csv,parsed_VitalicSegmented30L.csv,157.529,15.36,141.6,8.6,15.929s,6.760s
parsed_data_30.csv,parsed_VitalicSegmented30L.csv,172.889,15.36,150.2,6.8,22.689s,8.560s
parsed_data_30.csv,parsed_VitalicSegmented30L.csv,188.249,15.36,157.0,8.6,31.249s,6.760s
parsed_data_30.csv,parsed_VitalicSegmented30L.csv,203.609,14.07,165.6,9.8,38.009s,4.270s
parsed_data_31.csv,parsed_VitalicSegmented31L.csv,0.0,15.682,0.0,30.8,0.000s,15.118s
parsed_data_31.csv,parsed_VitalicSegmented31L.csv,15.682,15.609,30.8,7.4,15.118s,8.209s
parsed_data_31.csv,parsed_VitalicSegmented31L.csv,31.292,15.609,38.2,7.6,6.908s,8.009s
parsed_data_31.csv,parsed_VitalicSegmented31L.csv,46.902,15.609,45.8,35.0,1.102s,19.391s
parsed_data_31.csv,parsed_VitalicSegmented31L.csv,62.512,15.609,80.8,28.8,18.288s,13.191s
parsed_data_31.csv,parsed_VitalicSegmented31L.csv,78.121,15.609,109.6,32.6,31.479s,16.991s
parsed_data_31.csv,parsed_VitalicSegmented31L.csv,93.731,15.609,142.2,26.2,48.469s,10.591s
parsed_data_31.csv,parsed_VitalicSegmented31L.csv,109.341,15.609,168.4,18.0,59.059s,2.391s
parsed_data_31.csv,parsed_VitalicSegmented31L.csv,124.951,15.609,186.4,53.0,61.449s,37.391s
parsed_data_31.csv,parsed_VitalicSegmented31L.csv,140.56,15.609,239.4,11.6,98.840s,4.009s
parsed_data_31.csv,parsed_VitalicSegmented31L.csv,156.17,15.609,251.0,13.2,94.830s,2.409s
parsed_data_31.csv,parsed_VitalicSegmented31L.csv,171.78,15.609,264.2,24.6,92.420s,8.991s
parsed_data_32.csv,parsed_VitalicSegmented32L.csv,0.114,15.36,0.0,18.2,0.114s,2.840s
parsed_data_32.csv,parsed_VitalicSegmented32L.csv,15.474,15.36,18.2,21.2,2.726s,5.840s
parsed_data_32.csv,parsed_VitalicSegmented32L.csv,30.834,15.36,39.4,7.2,8.566s,8.160s
parsed_data_32.csv,parsed_VitalicSegmented32L.csv,46.194,15.36,46.6,8.6,0.406s,6.760s
parsed_data_32.csv,parsed_VitalicSegmented32L.csv,61.554,7.68,55.2,7.6,6.354s,0.080s
parsed_data_32.csv,parsed_VitalicSegmented32L.csv,69.234,15.36,62.8,6.4,6.434s,8.960s
parsed_data_32.csv,parsed_VitalicSegmented32L.csv,84.594,15.36,69.2,30.0,15.394s,14.640s
parsed_data_32.csv,parsed_VitalicSegmented32L.csv,99.954,7.68,99.2,7.4,0.754s,0.280s
parsed_data_32.csv,parsed_VitalicSegmented32L.csv,107.634,15.36,106.6,22.8,1.034s,7.440s
parsed_data_32.csv,parsed_VitalicSegmented32L.csv,122.994,15.36,129.4,8.8,6.406s,6.560s
parsed_data_32.csv,parsed_VitalicSegmented32L.csv,138.354,15.36,138.2,6.8,0.154s,8.560s
parsed_data_32.csv,parsed_VitalicSegmented32L.csv,153.714,15.36,145.0,13.0,8.714s,2.360s
parsed_data_32.csv,parsed_VitalicSegmented32L.csv,169.074,15.36,158.0,10.8,11.074s,4.560s
parsed_data_32.csv,parsed_VitalicSegmented32L.csv,184.434,15.36,168.8,14.6,15.634s,0.760s
parsed_data_32.csv,parsed_VitalicSegmented32L.csv,199.794,15.36,183.4,17.8,16.394s,2.440s
parsed_data_33.csv,parsed_VitalicSegmented33L.csv,0.204,14.436,0.0,16.4,0.204s,1.964s
parsed_data_33.csv,parsed_VitalicSegmented33L.csv,14.64,14.436,16.4,23.0,1.760s,8.564s
parsed_data_33.csv,parsed_VitalicSegmented33L.csv,29.076,10.827,39.4,18.0,10.324s,7.173s
parsed_data_33.csv,parsed_VitalicSegmented33L.csv,39.903,14.436,57.4,15.2,17.497s,0.764s
parsed_data_33.csv,parsed_VitalicSegmented33L.csv,54.339,14.436,72.6,4.2,18.261s,10.236s
parsed_data_33.csv,parsed_VitalicSegmented33L.csv,68.775,14.436,76.8,6.8,8.025s,7.636s
parsed_data_33.csv,parsed_VitalicSegmented33L.csv,83.212,14.436,83.6,20.0,0.388s,5.564s
parsed_data_33.csv,parsed_VitalicSegmented33L.csv,97.648,14.436,103.6,43.8,5.952s,29.364s
parsed_data_33.csv,parsed_VitalicSegmented33L.csv,112.084,7.218,147.4,6.4,35.316s,0.818s
parsed_data_33.csv,parsed_VitalicSegmented33L.csv,119.302,14.436,153.8,15.6,34.498s,1.164s
parsed_data_33.csv,parsed_VitalicSegmented33L.csv,133.738,14.436,169.4,11.4,35.662s,3.036s
parsed_data_33.csv,parsed_VitalicSegmented33L.csv,148.174,7.218,180.8,33.6,32.626s,26.382s
parsed_data_33.csv,parsed_VitalicSegmented33L.csv,155.392,14.436,214.4,8.0,59.008s,6.436s
parsed_data_34.csv,parsed_VitalicSegmented34L.csv,0.171,14.328,0.0,42.6,0.171s,28.272s
parsed_data_34.csv,parsed_VitalicSegmented34L.csv,14.499,14.328,42.6,5.4,28.101s,8.928s
parsed_data_34.csv,parsed_VitalicSegmented34L.csv,28.826999999999998,14.328,48.0,6.4,19.173s,7.928s
parsed_data_34.csv,parsed_VitalicSegmented34L.csv,43.156,14.328,54.4,8.4,11.244s,5.928s
parsed_data_34.csv,parsed_VitalicSegmented34L.csv,57.484,14.328,62.8,6.8,5.316s,7.528s
parsed_data_34.csv,parsed_VitalicSegmented34L.csv,71.812,14.328,69.6,7.2,2.212s,7.128s
parsed_data_34.csv,parsed_VitalicSegmented34L.csv,86.141,14.328,76.8,6.4,9.341s,7.928s
parsed_data_34.csv,parsed_VitalicSegmented34L.csv,100.469,14.328,83.2,7.4,17.269s,6.928s
parsed_data_34.csv,parsed_VitalicSegmented34L.csv,114.797,14.328,90.6,6.4,24.197s,7.928s
parsed_data_34.csv,parsed_VitalicSegmented34L.csv,129.126,14.328,97.0,8.8,32.126s,5.528s
parsed_data_34.csv,parsed_VitalicSegmented34L.csv,143.454,14.328,105.8,6.8,37.654s,7.528s
parsed_data_34.csv,parsed_VitalicSegmented34L.csv,157.782,14.328,112.6,6.4,45.182s,7.928s
parsed_data_34.csv,parsed_VitalicSegmented34L.csv,172.111,14.328,119.0,6.6,53.111s,7.728s
parsed_data_34.csv,parsed_VitalicSegmented34L.csv,186.439,14.328,125.6,8.6,60.839s,5.728s
parsed_data_34.csv,parsed_VitalicSegmented34L.csv,200.768,14.328,134.2,7.6,66.568s,6.728s
parsed_data_34.csv,parsed_VitalicSegmented34L.csv,215.096,14.328,141.8,26.4,73.296s,12.072s
parsed_data_34.csv,parsed_VitalicSegmented34L.csv,229.424,14.328,168.2,16.0,61.224s,1.672s
parsed_data_34.csv,parsed_VitalicSegmented34L.csv,243.753,14.328,184.2,7.6,59.553s,6.728s
parsed_data_34.csv,parsed_VitalicSegmented34L.csv,258.081,10.638,191.8,6.2,66.281s,4.438s
parsed_data_35.csv,parsed_VitalicSegmented35L.csv,0.179,20.0,0.0,22.2,0.179s,2.200s
parsed_data_35.csv,parsed_VitalicSegmented35L.csv,20.179,20.0,22.2,16.0,2.021s,4.000s
parsed_data_35.csv,parsed_VitalicSegmented35L.csv,40.179,20.0,38.2,31.8,1.979s,11.800s
parsed_data_35.csv,parsed_VitalicSegmented35L.csv,60.179,20.0,70.0,18.0,9.821s,2.000s
parsed_data_35.csv,parsed_VitalicSegmented35L.csv,80.179,20.0,88.0,12.0,7.821s,8.000s
