0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1.45702e-10,9.20865e-11,4.91476e-11,7.5964e-11,6.69734e-11,6.82714e-11,3.86924e-11,1.4177e-11,6.00908e-11,4.12684e-11,8.02814e-12,1.42181e-11
2.3606e-08,1.28256e-08,5.63134e-09,3.28378e-09,1.36066e-09,2.23696e-09,2.1896e-09,9.00363e-10,1.65778e-09,1.55245e-09,8.64071e-10,9.17973e-10
4.32919e-07,2.49732e-07,1.65427e-07,1.25908e-07,9.85313e-08,8.67783e-08,7.50382e-08,5.43252e-08,2.75197e-08,1.70013e-08,7.64454e-09,7.22651e-09
2.23874e-06,1.14624e-06,7.32595e-07,1.2039e-06,8.28192e-07,8.96893e-07,5.89563e-07,8.35126e-07,1.05419e-06,1.23535e-06,8.66742e-07,5.41436e-07
3.33731e-05,3.07724e-05,2.83974e-05,2.06875e-05,1.81813e-05,1.26698e-05,7.79677e-06,5.35816e-06,6.72886e-06,6.15924e-06,9.87377e-06,1.00916e-05
0.000216493,0.000206389,0.000205898,0.000190923,0.000185475,0.000164068,0.000134532,0.000109217,9.53194e-05,9.01398e-05,8.53589e-05,8.80276e-05
0.00113524,0.00175688,0.00297337,0.00388297,0.00359133,0.00185304,0.00210123,0.00244099,0.00206227,0.00140133,0.00152017,0.00110364
0.000892776,0.000692486,0.00646288,0.0202102,0.0132464,0.00202283,0.000937551,0.000880496,0.000651804,0.00164251,0.00482431,0.00375332
0.00051538,0.000718085,0.0105762,0.0192814,0.00831788,0.00186722,0.00039356,0.000342865,0.000401308,0.00134996,0.00541061,0.00410403
0.000409307,0.000772112,0.00975872,0.0174809,0.00866246,0.00116327,0.000378202,0.000370159,0.00023702,0.000907041,0.00282961,0.00205634
0.000826635,0.00156105,0.0024062,0.00344813,0.00264896,0.00475782,0.0138957,0.00907861,0.000801534,0.000565607,0.000759396,0.000547838
0.00113699,0.000911433,0.000605324,0.00201928,0.00185834,0.00529192,0.0120075,0.00598576,0.00122022,0.000986088,0.000935217,0.00108869
0.000939638,0.000827117,0.00128853,0.001861,0.00119749,0.00261412,0.00560719,0.00314392,0.000968988,0.000646056,0.000553188,0.000577502
0.00197732,0.00178177,0.00153498,0.0025402,0.00305436,0.0082194,0.0192479,0.0135433,0.00540028,0.00419511,0.00333064,0.00252342
0.00594284,0.00114104,0.000962488,0.00110975,0.00111619,0.00197581,0.00860863,0.00807244,0.00405849,0.00548145,0.0190538,0.0209978
0.00246533,0.00114239,0.00139562,0.00260082,0.00191587,0.00383119,0.00846697,0.00633647,0.00346049,0.00184492,0.00533594,0.00738437
0.00378124,0.00106895,0.000887449,0.00166958,0.000760271,0.000737932,0.00208818,0.00162398,0.00118326,0.00385545,0.0112557,0.0103727
0.00247694,0.00162107,0.0014032,0.00165524,0.00175821,0.00717885,0.025396,0.0211568,0.0119407,0.00449772,0.000915692,0.00201428
0.00184296,0.002135,0.00119067,0.0026571,0.0029619,0.00802702,0.025113,0.0216993,0.0146995,0.00819643,0.00284306,0.00334079
0.00081144,0.00108537,0.00129845,0.00129099,0.00134489,0.00346054,0.0120565,0.00834486,0.0062353,0.0054763,0.00207843,0.00105914
0.000921894,0.000769088,0.000878836,0.0013121,0.00108701,0.00219016,0.00349829,0.00231069,0.0025365,0.00393663,0.00213386,0.00160712
0.00211725,0.00227599,0.00771395,0.0196427,0.0130227,0.00456874,0.0133537,0.00986466,0.0030158,0.00409172,0.0133338,0.0109761
0.000927162,0.00130937,0.00658931,0.0151934,0.00860383,0.00946972,0.0260386,0.0162685,0.00210166,0.00281745,0.00508951,0.00447782
0.00109017,0.00120547,0.00550527,0.00945417,0.00632559,0.00413261,0.0143848,0.0109307,0.00260294,0.00122721,0.0038309,0.00354998
0.00168823,0.00154172,0.00284778,0.000607969,0.00545648,0.00868693,0.0197675,0.0191693,0.00500231,0.00364013,0.00753356,0.0046825
0.00208613,0.00237904,0.000955947,0.00462419,0.00438442,0.00915418,0.0294169,0.0193739,0.00237849,0.00297512,0.00846848,0.00687535
0.00145371,0.00118631,0.00181628,0.00136418,0.00149071,0.00483555,0.0140509,0.010147,0.00189659,0.00306036,0.00828355,0.00576203
0.00288587,0.000493961,0.00136818,0.00236868,0.00173216,0.00107378,0.00448883,0.00440894,0.00166768,0.00134358,0.00457596,0.00730675
0.00303042,0.00178365,0.00446729,0.0136113,0.00974987,0.0043914,0.00750323,0.00428843,0.00164189,0.00543886,0.019353,0.0151862
0.00195531,0.00129561,0.00227453,0.00908996,0.00667702,0.00174854,0.00435808,0.00414176,0.00191413,0.00597896,0.0173309,0.0107899
0.000669841,0.000589823,0.000795772,0.00222116,0.00314013,0.00167926,0.00301412,0.00254429,0.00108742,0.00239507,0.00514294,0.00244893
0.00522874,0.00361635,0.00101703,0.00176065,0.00173572,0.00536934,0.0136234,0.0114224,0.00303154,0.00157709,0.00367624,0.00409711
0.0037197,0.00219138,0.00103405,0.00138471,0.00117511,0.00789091,0.026251,0.0169481,0.00385661,0.00205209,0.000737222,0.0034121
0.00369466,0.00357684,0.000723573,0.00130394,0.00192181,0.00890481,0.0182664,0.00930794,0.0013993,0.00101576,0.00112524,0.00217655
0.00269837,0.00405882,0.0022553,0.00154945,0.000925864,0.00373847,0.010579,0.00642117,0.000989896,0.000918154,0.00191703,0.00155637
0.00317969,0.00420888,0.00510282,0.0186338,0.0135832,0.00434599,0.00831798,0.00536997,0.00103062,0.00336663,0.0129546,0.0100155
0.00407135,0.00205178,0.00622653,0.0133082,0.00872643,0.00389456,0.00529648,0.00426585,0.00161758,0.00598967,0.0236702,0.0194514
0.00185032,0.00148957,0.00790987,0.0181053,0.00991708,0.00163344,0.00212479,0.00163813,0.000514426,0.00143411,0.00674167,0.00662108
0.00133676,0.00199231,0.00274165,0.00517398,0.00710679,0.00812123,0.00836296,0.00695923,0.00359942,0.00241052,0.00434051,0.0042967
0.00184352,0.00127479,0.00304727,0.00469732,0.0034754,0.0068127,0.0274102,0.0187502,0.00379592,0.0029175,0.00322343,0.00364366
0.00140416,0.00209255,0.00606988,0.00625146,0.00151634,0.011553,0.0279359,0.0148393,0.00194735,0.000864257,0.00246737,0.00242897
0.000861002,0.000774447,0.00297276,0.00547868,0.00321473,0.00434204,0.0123739,0.00721083,0.00105041,0.000701702,0.00138327,0.00099365
0.00136059,0.00167145,0.00289939,0.00436925,0.00286007,0.00642889,0.0166684,0.0148462,0.00572353,0.00150517,0.00660149,0.00492343
0.00179011,0.00310767,0.00206376,0.00147048,0.00196879,0.00275585,0.00917527,0.0193501,0.0138517,0.00750914,0.0129623,0.00752895
0.00129775,0.00115988,0.00121056,0.00156925,0.000994972,0.00111432,0.00329121,0.00458836,0.0043059,0.00319089,0.00836929,0.00532588
0.000671648,0.000415901,0.00114537,0.00184341,0.00105562,0.00114984,0.00292514,0.0028738,0.00190805,0.0023664,0.00563417,0.00322838
0.00152218,0.00162008,0.00129519,0.00235617,0.00881829,0.0134172,0.0208955,0.0128362,0.00123543,0.00216709,0.00222536,0.00188655
0.00062545,0.000725805,0.00093139,0.00152558,0.00634196,0.0134542,0.0209715,0.0148468,0.00372932,0.00138309,0.00165838,0.00121529
0.000620707,0.00044967,0.0010761,0.0015956,0.00298884,0.00779719,0.0132944,0.00757157,0.000769954,0.000554865,0.0019977,0.00162451
0.00173486,0.00210766,0.0118834,0.0275504,0.0183962,0.00580309,0.0094861,0.00695475,0.00181102,0.0022767,0.00693791,0.00612282
0.00238694,0.00369156,0.0147536,0.0247405,0.0117851,0.00301889,0.00490398,0.00398157,0.00204883,0.00375943,0.00844976,0.00663878
0.0010236,0.00123648,0.0132054,0.0246882,0.0112048,0.00226953,0.00104535,0.000939202,0.000658967,0.000894518,0.00155923,0.00112154
0.00074767,0.000761915,0.00835279,0.0175581,0.00911222,0.00124532,0.000900481,0.000659026,0.00049958,0.000975164,0.00266613,0.00194143
0.00058904,0.000460141,0.00134781,0.00510289,0.0049141,0.00147691,0.00110327,0.00131653,0.000753727,0.000871062,0.00298523,0.00201709
0.000403244,0.00027679,0.00196866,0.00509575,0.00408939,0.00148114,0.000795112,0.000802869,0.000442797,0.000768399,0.00234741,0.00163263
0.000305118,0.000339952,0.00273849,0.00678914,0.00431861,0.00121145,0.000668621,0.000737766,0.000386253,0.000562017,0.00111034,0.000750555
0.0012746,0.00146345,0.00362467,0.00832584,0.00521207,0.00340946,0.0026215,0.00199625,0.00137311,0.00165644,0.00284667,0.00231687
0.000694863,0.000909372,0.00690513,0.0214385,0.0178648,0.0109149,0.00535532,0.00241875,0.00154832,0.00303949,0.00781271,0.00549001
0.00066422,0.000699959,0.0114886,0.0222294,0.00900117,0.00206735,0.00294916,0.00105715,0.000569435,0.00226239,0.00561536,0.0036388
0.000457036,0.00117864,0.00883772,0.0121269,0.00509581,0.00209864,0.000953763,0.000777948,0.000354887,0.00120094,0.00318966,0.00208287
0.000326613,0.000359431,0.00304882,0.00523117,0.00205252,0.00176964,0.00212537,0.000809111,0.000251426,0.000495022,0.00133188,0.000965384
0.000215576,0.000179716,0.00168656,0.00483292,0.00324759,0.000781863,0.000914578,0.000617705,0.000263286,0.000316916,0.000839526,0.000657693
0.000186634,0.000355457,0.00180277,0.00446639,0.00251738,0.000474199,0.000814614,0.000622895,9.55269e-05,0.000534543,0.00175915,0.00126022
0.00171271,0.00158898,0.00526197,0.0130484,0.012025,0.00508871,0.00379552,0.00372271,0.00212212,0.00126366,0.00146764,0.00180053
0.00102144,0.000578308,0.00459171,0.0146488,0.00930077,0.00103576,0.00576591,0.00939519,0.00375252,0.00376173,0.0132365,0.0103158
0.000603979,0.000882562,0.0107028,0.0190913,0.00718147,0.000739055,0.00388961,0.00754537,0.00358832,0.00123424,0.00309365,0.00168633
0.000581434,0.000860579,0.00773022,0.0103597,0.00488583,0.00165002,0.000926019,0.0016613,0.00131615,0.00158515,0.00342191,0.00227319
0.000465456,0.00062933,0.00651739,0.0118544,0.00462344,0.000458392,0.000705712,0.0015607,0.00168663,0.00189602,0.00510233,0.00337115
0.000507473,0.000291891,0.00134582,0.0051894,0.00353963,0.000589592,0.000771029,0.0020019,0.00218978,0.00120791,0.00112799,0.000912328
0.000189348,0.000316416,0.00281701,0.00691234,0.00390149,0.000574637,0.000547326,0.000881048,0.00110705,0.000705685,0.00126699,0.000902599
0.00099242,0.00152872,0.00187548,0.00635653,0.00336907,0.00176811,0.00141338,0.0015968,0.00142296,0.00171088,0.00221875,0.00180174
0.00108526,0.000594241,0.00782432,0.0272855,0.0188973,0.00316612,0.00146824,0.000882217,0.0026773,0.00351888,0.00567847,0.0060773
0.000895159,0.00137023,0.00804204,0.0139282,0.00468537,0.00114876,0.000855312,0.00123644,0.00555165,0.0131608,0.0103937,0.00334383
0.000505758,0.000786178,0.00695482,0.0118712,0.00672986,0.00118421,0.000344617,0.000619193,0.00110329,0.000621145,0.00146914,0.00074011
0.000405155,0.000489554,0.00551463,0.0108577,0.00469034,0.000358334,0.000152467,0.000151113,0.000348955,0.000645678,0.00214649,0.00165181
0.000263721,0.000237084,0.00249369,0.00708864,0.0040059,0.000454617,0.00033701,0.000377812,0.000319467,0.000324834,0.00147549,0.00105028
0.000277734,0.000328722,0.00216539,0.00557062,0.00308198,0.000375058,0.000243193,0.000269641,0.000223243,0.000773622,0.000998961,0.000630367
0.00147101,0.00191463,0.00236476,0.00744713,0.0041711,0.00157648,0.00135946,0.00117086,0.00118528,0.00115606,0.00101588,0.00105824
0.00183673,0.00119583,0.00924951,0.032375,0.0228824,0.00422727,0.00158326,0.000835045,0.00112043,0.001449,0.00725325,0.0115892
0.00118447,0.00102254,0.0122478,0.0232286,0.0102023,0.00222828,0.00160899,0.0013841,0.000610346,0.0020818,0.00269801,0.00836306
0.000645825,0.00125729,0.0101238,0.0126031,0.00537523,0.00166675,0.000587142,0.000781816,0.000527497,0.000766226,0.00106271,0.00156563
0.000566137,0.000580433,0.00643152,0.0119619,0.00510987,0.000329907,0.000244808,0.000382718,0.000370503,0.000644969,0.00138592,0.00095264
0.000372061,0.000296639,0.00156988,0.00532485,0.00351146,0.000358835,0.000279502,0.000487639,0.000373184,0.00046032,0.00139431,0.00111295
0.000344481,0.000355486,0.00160841,0.00442343,0.00265162,0.000323487,0.000238775,0.000265046,0.000201502,0.000309435,0.00118245,0.000890416
0.00130936,0.00179901,0.00283774,0.00502926,0.0024551,0.00218749,0.00163718,0.00120013,0.00123823,0.00138737,0.00149327,0.0015022
0.000891328,0.000721917,0.00801245,0.0274591,0.0184241,0.00251727,0.000925703,0.00144197,0.001757,0.00180796,0.0032102,0.00227893
0.00102763,0.000678885,0.0125878,0.0252641,0.0111883,0.00120773,0.000683134,0.000620502,0.00075455,0.000604773,0.00295898,0.00316254
0.000553976,0.000940618,0.00879372,0.0100758,0.0020173,0.00117033,0.000333181,0.000440411,0.000397338,0.000759391,0.00243049,0.00192191
0.000344748,0.000354263,0.00346164,0.00689104,0.00370426,0.00050869,0.00019349,0.000306032,0.000329507,0.000306269,0.000571544,0.00052354
0.000301856,0.000174443,0.00104871,0.00149168,0.00108421,0.000371227,0.000136009,0.000213676,0.000175735,0.000739212,0.00194049,0.00130999
0.000415616,0.000273786,0.00124278,0.00383563,0.00271455,0.000520603,0.000269095,0.000237477,0.000149307,0.000140196,0.000407748,0.000396889
0.00140547,0.00139228,0.00235232,0.00538186,0.00281724,0.00127821,0.00102698,0.000850773,0.000860843,0.00124586,0.00207939,0.00175864
0.000834039,0.000907038,0.00850588,0.0276742,0.0175471,0.00226496,0.00102322,0.000719338,0.000680533,0.00360393,0.0122439,0.00872226
0.000600465,0.00104445,0.0102756,0.0170459,0.00605832,0.00149764,0.000572168,0.000417281,0.000214608,0.00132393,0.0038196,0.00257709
0.000834419,0.00112232,0.0115485,0.0169866,0.00704343,0.00130862,0.000429526,0.0005265,0.000464632,0.00126031,0.00344516,0.00243376
0.00125466,0.00180497,0.00405951,0.00730095,0.00529811,0.00382009,0.0147349,0.0109039,0.00145262,0.00124755,0.00195356,0.00196506
0.000932508,0.00046924,0.00260822,0.00372461,0.00174245,0.00798319,0.0174894,0.00948503,0.00208663,0.000961532,0.00150917,0.000689777
0.000478449,0.00057327,0.00087509,0.00188838,0.000924133,0.0039723,0.0116282,0.0076731,0.00114373,0.000329959,0.00110651,0.000822093
0.00285013,0.00171723,0.00189687,0.0024626,0.00220866,0.00522182,0.0163175,0.0125279,0.00578292,0.00720628,0.00852707,0.00576531
0.00134874,0.0013478,0.00126513,0.000641632,0.00149016,0.00301465,0.00715006,0.00503913,0.00191145,0.00458949,0.0146819,0.00982446
0.000574459,0.00070719,0.000786715,0.00145839,0.00150752,0.00224206,0.00570973,0.00353267,0.000769772,0.00175496,0.00370405,0.0024068
0.00079849,0.000399731,0.000739831,0.00139432,0.000594884,0.00112623,0.0028844,0.00200596,0.000560337,0.00251234,0.0074125,0.00442416
0.00122701,0.00186314,0.00166005,0.000755248,0.000565572,0.00472127,0.0177206,0.0132316,0.00208111,0.000884056,0.00185994,0.00121137
0.000947502,0.000935517,0.000673271,0.00116467,0.000776934,0.00819238,0.028136,0.0184749,0.00237434,0.00162196,0.00165208,0.00145282
0.000638551,0.00054988,0.000563809,0.00152697,0.000670757,0.00737178,0.0240169,0.0139234,0.00100792,0.000583308,0.00118372,0.00094314
