TIME,VALUE,DURATION,LABEL
0.000000000,1,14.000000000,A
14.000000000,2,24.800000000,B
38.800000000,3,14.400000000,C
53.200000000,4,12.200000000,D
65.400000000,5,10.000000000,E
75.400000000,6,4.400000000,F
79.800000000,2,4.400000000,B
84.200000000,5,20.000000000,E
104.200000000,6,5.600000000,F
109.800000000,7,9.600000000,G
119.400000000,6,27.400000000,F
146.800000000,2,22.000000000,B
168.800000000,3,7.200000000,C
176.000000000,4,5.200000000,D
181.200000000,5,24.800000000,E
206.000000000,6,6.000000000,F
212.000000000,2,4.800000000,B
216.800000000,1,5.600000000,A
