TIME,VALUE,DURATION,LABEL
0.000000000,1,14.000000000,A
14.000000000,2,32.600000000,B
46.600000000,3,14.400000000,C
61.000000000,4,22.000000000,D
83.000000000,1,10.600000000,A
93.600000000,5,5.200000000,E
98.800000000,6,7.200000000,F
106.000000000,5,7.600000000,E
113.600000000,6,7.400000000,F
121.000000000,5,7.200000000,E
128.200000000,6,7.800000000,F
136.000000000,5,7.200000000,E
143.200000000,6,7.800000000,F
151.000000000,5,7.200000000,E
158.200000000,6,6.000000000,F
164.200000000,7,5.000000000,G
169.200000000,8,31.200000000,H
200.400000000,5,4.600000000,E
205.000000000,1,9.000000000,A
214.000000000,5,8.200000000,E
222.200000000,6,7.600000000,F
229.800000000,5,7.400000000,E
237.200000000,6,7.600000000,F
244.800000000,5,7.200000000,E
252.000000000,6,6.600000000,F
258.600000000,1,9.000000000,A
