TIME,VALUE,DURATION,LABEL
0.000000000,1,6.200000000,A
6.200000000,2,8.600000000,B
14.800000000,3,8.000000000,C
22.800000000,4,6.400000000,D
29.200000000,3,8.800000000,C
38.000000000,4,6.400000000,D
44.400000000,3,7.800000000,C
52.200000000,2,9.600000000,B
61.800000000,4,5.600000000,D
67.400000000,3,8.600000000,C
76.000000000,4,6.800000000,D
82.800000000,3,7.200000000,C
90.000000000,2,9.200000000,B
99.200000000,5,5.800000000,E
105.000000000,3,7.600000000,C
112.600000000,1,59.000000000,A
171.600000000,6,4.800000000,F
176.400000000,4,5.200000000,D
181.600000000,6,10.000000000,F
191.600000000,4,5.200000000,D
196.800000000,3,7.200000000,C
204.000000000,2,8.200000000,B
212.200000000,3,6.800000000,C
219.000000000,1,15.200000000,A
