TIME,VALUE,DURATION,LABEL
0.000000000,1,19.800000000,A
19.800000000,2,44.600000000,B
64.400000000,3,24.600000000,C
89.000000000,1,29.800000000,A
118.800000000,4,4.400000000,D
123.200000000,5,6.400000000,E
129.600000000,6,7.200000000,F
136.800000000,1,10.800000000,A
147.600000000,5,10.200000000,E
157.800000000,6,7.200000000,F
165.000000000,5,6.800000000,E
171.800000000,6,6.800000000,F
178.600000000,5,7.400000000,E
186.000000000,6,6.600000000,F
192.600000000,5,7.400000000,E
200.000000000,6,4.600000000,F
204.600000000,1,27.400000000,A
232.000000000,5,13.000000000,E
245.000000000,4,4.800000000,D
249.800000000,5,6.600000000,E
256.400000000,6,6.600000000,F
263.000000000,5,7.400000000,E
270.400000000,6,6.400000000,F
276.800000000,5,10.400000000,E
287.200000000,4,26.400000000,D
313.600000000,1,12.400000000,A
