TIME,VALUE,DURATION,LABEL
0.000000000,1,28.800000000,A
28.800000000,2,4.400000000,B
33.200000000,3,7.800000000,C
41.000000000,2,7.600000000,B
48.600000000,3,7.800000000,C
56.400000000,2,8.200000000,B
64.600000000,3,7.800000000,C
72.400000000,2,8.000000000,B
80.400000000,3,7.800000000,C
88.200000000,2,8.000000000,B
96.200000000,3,7.400000000,C
103.600000000,1,8.600000000,A
112.200000000,3,11.000000000,C
123.200000000,4,6.200000000,D
129.400000000,3,9.800000000,C
139.200000000,4,6.200000000,D
145.400000000,3,11.800000000,C
157.200000000,5,17.800000000,E
175.000000000,6,15.400000000,F
190.400000000,7,13.000000000,G
203.400000000,6,19.800000000,F
223.200000000,1,7.200000000,A
230.400000000,5,5.200000000,E
235.600000000,8,9.000000000,H
