TIME,VALUE,DURATION,LABEL
0.0,1,5.6,1
5.6,2,23.4,2
29.0,3,41.4,3
70.4,4,28.2,4
98.6,3,27.8,3
126.4,4,26.2,4
152.6,5,22.6,5
175.2,1,16.8,1
