TIME,VALUE,DURATION,LABEL
0.000000000,1,18.800000000,A
18.800000000,2,5.800000000,B
24.600000000,3,17.600000000,C
42.200000000,4,6.600000000,D
48.800000000,3,18.000000000,C
66.800000000,4,6.800000000,D
73.600000000,3,17.600000000,C
91.200000000,5,9.000000000,E
100.200000000,6,6.200000000,F
106.400000000,2,6.200000000,B
112.600000000,6,5.400000000,F
118.000000000,2,6.800000000,B
124.800000000,6,6.200000000,F
131.000000000,2,6.400000000,B
137.400000000,6,4.600000000,F
142.000000000,5,7.400000000,E
149.400000000,2,43.600000000,B
193.000000000,7,18.800000000,G
211.800000000,2,6.000000000,B
217.800000000,7,18.600000000,G
236.400000000,5,7.800000000,E
244.200000000,8,43.400000000,H
287.600000000,4,10.000000000,D
297.600000000,1,8.600000000,A
306.200000000,4,27.800000000,D
