TIME,VALUE,DURATION,LABEL
0.000000000,1,9.000000000,A
9.000000000,2,5.800000000,B
14.800000000,3,26.400000000,C
41.200000000,4,5.200000000,D
46.400000000,2,12.000000000,B
58.400000000,4,15.200000000,D
73.600000000,1,6.600000000,A
80.200000000,5,11.400000000,E
91.600000000,6,8.200000000,F
99.800000000,7,6.000000000,G
105.800000000,2,13.000000000,B
118.800000000,7,11.400000000,G
130.200000000,2,7.400000000,B
137.600000000,6,4.200000000,F
141.800000000,5,9.800000000,E
151.600000000,6,8.600000000,F
160.200000000,7,6.600000000,G
166.800000000,2,11.600000000,B
178.400000000,8,4.400000000,H
182.800000000,7,8.000000000,G
190.800000000,2,9.000000000,B
199.800000000,5,11.400000000,E
211.200000000,6,7.400000000,F
218.600000000,1,30.400000000,A
