TIME,VALUE,DURATION,LABEL
0.000000000,1,42.600000000,A
42.600000000,2,21.400000000,B
64.000000000,3,8.400000000,C
72.400000000,4,7.200000000,D
79.600000000,3,7.200000000,C
86.800000000,4,6.800000000,D
93.600000000,3,7.400000000,C
101.000000000,4,7.000000000,D
108.000000000,3,7.400000000,C
115.400000000,4,6.800000000,D
122.200000000,3,7.000000000,C
129.200000000,5,26.400000000,E
155.600000000,6,23.400000000,F
179.000000000,5,12.200000000,E
191.200000000,6,24.800000000,F
216.000000000,5,12.000000000,E
228.000000000,4,8.200000000,D
236.200000000,3,7.400000000,C
243.600000000,4,7.200000000,D
250.800000000,3,7.000000000,C
257.800000000,4,7.000000000,D
264.800000000,3,7.800000000,C
272.600000000,2,8.600000000,B
281.200000000,7,18.600000000,G
299.800000000,5,19.400000000,E
