TIME,VALUE,DURATION,LABEL
0.000000000,1,17.600000000,A
17.600000000,2,30.400000000,B
48.000000000,1,17.000000000,A
65.000000000,3,14.400000000,C
79.400000000,1,14.800000000,A
94.200000000,3,16.200000000,C
110.400000000,1,36.200000000,A
146.600000000,4,27.400000000,D
174.000000000,5,16.800000000,E
190.800000000,2,27.800000000,B
218.600000000,6,22.000000000,F
240.600000000,1,22.600000000,A
263.200000000,4,22.000000000,D
285.200000000,7,14.400000000,G
299.600000000,8,14.600000000,H
314.200000000,4,15.400000000,D
329.600000000,5,14.800000000,E
344.400000000,6,13.400000000,F
357.800000000,1,13.200000000,A
