TIME,VALUE,DURATION,LABEL
0.000000000,1,12.400000000,A
12.400000000,2,8.400000000,B
20.800000000,3,7.400000000,C
28.200000000,4,6.800000000,D
35.000000000,3,7.800000000,C
42.800000000,4,8.600000000,D
51.400000000,5,22.000000000,E
73.400000000,2,5.200000000,B
78.600000000,1,5.400000000,A
84.000000000,6,5.000000000,F
89.000000000,1,5.600000000,A
94.600000000,3,7.400000000,C
102.000000000,4,6.400000000,D
108.400000000,3,8.400000000,C
116.800000000,4,8.000000000,D
124.800000000,7,31.200000000,G
156.000000000,1,55.200000000,A
211.200000000,3,7.200000000,C
218.400000000,4,6.800000000,D
225.200000000,3,8.000000000,C
233.200000000,4,6.800000000,D
240.000000000,3,7.800000000,C
247.800000000,4,8.600000000,D
256.400000000,1,8.200000000,A
