TIME,VALUE,DURATION,LABEL
0.000000000,1,15.800000000,A
15.800000000,2,21.600000000,B
37.400000000,3,5.000000000,C
42.400000000,1,4.200000000,A
46.600000000,2,5.800000000,B
52.400000000,3,7.400000000,C
59.800000000,4,14.800000000,D
74.600000000,2,8.400000000,B
83.000000000,3,7.000000000,C
90.000000000,4,14.400000000,D
104.400000000,5,18.200000000,E
122.600000000,6,15.800000000,F
138.400000000,3,12.400000000,C
150.800000000,4,29.800000000,D
180.600000000,5,15.800000000,E
196.400000000,1,10.000000000,A
