TIME,VALUE,DURATION,LABEL
0.000000000,1,37.800000000,A
37.800000000,2,13.600000000,B
51.400000000,1,15.800000000,A
67.200000000,3,4.800000000,C
72.000000000,4,9.400000000,D
81.400000000,3,4.800000000,C
86.200000000,4,9.600000000,D
95.800000000,1,4.600000000,A
100.400000000,5,55.400000000,E
155.800000000,3,5.400000000,C
161.200000000,4,8.200000000,D
169.400000000,6,10.400000000,F
179.800000000,3,11.800000000,C
191.600000000,4,5.200000000,D
196.800000000,6,29.400000000,F
226.200000000,7,6.000000000,G
