TIME,VALUE,DURATION,LABEL
0.000000000,1,37.800000000,A
37.800000000,2,28.400000000,B
66.200000000,3,5.600000000,C
71.800000000,4,28.600000000,D
100.400000000,5,4.400000000,E
104.800000000,4,12.800000000,D
117.600000000,5,6.600000000,E
124.200000000,6,7.600000000,F
131.800000000,5,6.800000000,E
138.600000000,7,5.600000000,G
144.200000000,6,5.800000000,F
150.000000000,5,8.400000000,E
158.400000000,6,7.600000000,F
166.000000000,5,6.600000000,E
172.600000000,7,5.800000000,G
178.400000000,3,12.200000000,C
