TIME,VALUE,DURATION,LABEL
0.000000000,1,15.600000000,A
15.600000000,2,8.200000000,B
23.800000000,1,8.200000000,A
32.000000000,3,8.200000000,C
40.200000000,1,7.800000000,A
48.000000000,4,8.600000000,D
56.600000000,1,7.400000000,A
64.000000000,5,8.000000000,E
72.000000000,1,8.200000000,A
80.200000000,4,8.800000000,D
89.000000000,1,7.000000000,A
96.000000000,5,11.200000000,E
107.200000000,3,4.400000000,C
111.600000000,1,9.400000000,A
121.000000000,6,7.000000000,F
128.000000000,1,8.800000000,A
136.800000000,7,7.400000000,G
144.200000000,1,9.000000000,A
153.200000000,7,7.200000000,G
160.400000000,1,8.800000000,A
169.200000000,7,7.400000000,G
176.600000000,1,8.800000000,A
185.400000000,7,7.200000000,G
192.600000000,1,8.200000000,A
200.800000000,4,8.800000000,D
209.600000000,1,7.600000000,A
217.200000000,5,8.200000000,E
225.400000000,1,8.200000000,A
233.600000000,3,18.000000000,C
