TIME,VALUE,DURATION,LABEL
0.000000000,1,44.800000000,A
44.800000000,2,5.800000000,B
50.600000000,3,6.400000000,C
57.000000000,1,23.200000000,A
80.200000000,4,10.400000000,D
90.600000000,5,9.400000000,E
100.000000000,6,7.200000000,F
107.200000000,3,9.200000000,C
116.400000000,7,5.000000000,G
121.400000000,6,6.200000000,F
127.600000000,2,8.600000000,B
136.200000000,7,5.800000000,G
142.000000000,4,9.200000000,D
151.200000000,5,9.600000000,E
160.800000000,6,7.200000000,F
168.000000000,3,13.200000000,C
181.200000000,6,7.000000000,F
188.200000000,2,10.400000000,B
198.600000000,4,13.200000000,D
211.800000000,5,21.400000000,E
233.200000000,1,15.800000000,A
