TIMESTAMP,,,,,,,,,,,,,,
00.00,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,
55,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,
77,,,,,,,,,,,,,,
90,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,
117,,,,,,,,,,,,,,
123,,,,,,,,,,,,,,
130,,,,,,,,,,,,,,
137,,,,,,,,,,,,,,
144,,,,,,,,,,,,,,
158,,,,,,,,,,,,,,
