TIMESTAMP,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,,,,,
55,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,
75,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,
115,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,
125,,,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,,
141,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,,,,,
159,,,,,,,,,,,,,,,,,,
194,,,,,,,,,,,,,,,,,,
241,,,,,,,,,,,,,,,,,,
253,,,,,,,,,,,,,,,,,,
